id,CON_DS2U,CON_H9,CON_IMR,DS_2DS3,DS_DSP
C1QC,1.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,4.0,0.0,0.0
EPHB2,6695.0,7169.0,7537.0,6540.0,9390.0
AL512444.1,1.0,2.0,5.0,3.0,4.0
LACTBL1,1.0,4.0,1.0,1.0,0.0
TEX46,43.0,33.0,45.0,73.0,44.0
KDM1A,14713.0,11783.0,13227.0,13243.0,13967.0
AL031428.1,4077.0,4350.0,4222.0,4857.0,3945.0
LUZP1,3544.0,4335.0,3972.0,3485.0,3563.0
HTR1D,1.0,2.0,2.0,3.0,7.0
LINC01355,782.0,947.0,790.0,914.0,730.0
AL109936.6,196.0,303.0,189.0,233.0,249.0
HNRNPR,27964.0,23731.0,24561.0,21806.0,26464.0
ZNF436,462.0,488.0,548.0,667.0,597.0
ZNF436-AS1,1383.0,1698.0,1160.0,1310.0,807.0
AL109936.2,0.0,3.0,0.0,0.0,1.0
TCEA3,129.0,185.0,180.0,65.0,109.0
ASAP3,1526.0,974.0,1310.0,818.0,1285.0
E2F2,647.0,408.0,381.0,240.0,915.0
AL021154.1,5.0,3.0,4.0,1.0,3.0
ID3,2237.0,2675.0,3429.0,105.0,860.0
AL450043.1,5.0,11.0,9.0,2.0,3.0
MDS2,12.0,10.0,12.0,16.0,5.0
RPL11,143631.0,147908.0,159240.0,112423.0,114745.0
ELOA-AS1,3106.0,3114.0,3321.0,3110.0,2558.0
ELOA,1745.0,2272.0,1864.0,2293.0,1902.0
PITHD1,5741.0,5659.0,5953.0,6581.0,5370.0
LYPLA2,2530.0,2027.0,2621.0,2011.0,2159.0
GALE,2123.0,1824.0,1976.0,1433.0,1987.0
HMGCL,1522.0,1499.0,1773.0,1388.0,1037.0
FUCA1,945.0,1083.0,866.0,1106.0,999.0
CNR2,8.0,24.0,11.0,5.0,10.0
AL590609.3,0.0,0.0,0.0,0.0,0.0
PNRC2,4263.0,3674.0,4671.0,2663.0,3227.0
SRSF10,16716.0,13518.0,16270.0,12535.0,15629.0
AL591178.1,3.0,1.0,0.0,0.0,2.0
MYOM3,5.0,3.0,4.0,6.0,1.0
AL591178.2,0.0,0.0,0.0,0.0,0.0
IL22RA1,8.0,1.0,1.0,0.0,1.0
IFNLR1,135.0,259.0,326.0,124.0,87.0
LINC02800,3.0,1.0,3.0,2.0,2.0
AL138902.1,0.0,0.0,1.0,1.0,0.0
GRHL3,5.0,9.0,15.0,10.0,1.0
STPG1,344.0,182.0,259.0,372.0,103.0
NIPAL3,1164.0,1158.0,1291.0,2483.0,1081.0
RCAN3AS,60.0,100.0,78.0,218.0,96.0
RCAN3,494.0,949.0,689.0,1193.0,938.0
NCMAP-DT,32.0,55.0,45.0,61.0,46.0
NCMAP,10.0,11.0,10.0,8.0,4.0
SRRM1,11012.0,11698.0,11084.0,10570.0,10718.0
AL445648.1,3.0,3.0,4.0,1.0,2.0
CLIC4,8150.0,8801.0,9399.0,7243.0,11571.0
RUNX3,0.0,4.0,1.0,2.0,0.0
AL445471.1,0.0,0.0,0.0,0.0,0.0
AL445471.2,1.0,0.0,1.0,0.0,0.0
LINC02793,0.0,0.0,0.0,0.0,0.0
AL050344.1,1.0,5.0,3.0,1.0,4.0
AL031432.1,1.0,1.0,1.0,0.0,0.0
SYF2,6056.0,6662.0,6642.0,7221.0,5269.0
AL031432.4,127.0,148.0,151.0,147.0,142.0
AL031432.5,14.0,5.0,13.0,7.0,5.0
RSRP1,4424.0,3517.0,4724.0,5719.0,4020.0
AL031432.3,37.0,47.0,34.0,35.0,26.0
RHD,374.0,336.0,624.0,599.0,431.0
TMEM50A,8974.0,6651.0,8027.0,7702.0,6975.0
RHCE,217.0,407.0,355.0,540.0,186.0
MACO1,9014.0,9669.0,9148.0,11883.0,11811.0
LDLRAP1,110.0,97.0,101.0,37.0,34.0
AL606491.1,20.0,45.0,22.0,13.0,11.0
MAN1C1,1260.0,898.0,937.0,576.0,344.0
AL031280.1,298.0,291.0,232.0,134.0,78.0
SELENON,2609.0,1873.0,1892.0,1413.0,2320.0
AL020996.1,35.0,50.0,29.0,27.0,45.0
MTFR1L,3035.0,2904.0,3205.0,2506.0,3128.0
AL020996.3,0.0,0.0,0.0,0.0,0.0
AUNIP,452.0,229.0,241.0,134.0,233.0
AL033528.2,3.0,5.0,8.0,6.0,3.0
PAQR7,300.0,171.0,280.0,193.0,226.0
STMN1,100013.0,69975.0,86690.0,82083.0,138057.0
PAFAH2,338.0,284.0,443.0,238.0,284.0
EXTL1,74.0,74.0,80.0,76.0,43.0
SLC30A2,16.0,26.0,21.0,43.0,14.0
AL391650.2,0.0,2.0,2.0,3.0,0.0
TRIM63,1.0,2.0,2.0,6.0,8.0
PDIK1L,2320.0,2431.0,2289.0,2734.0,2522.0
FAM110D,74.0,92.0,64.0,81.0,48.0
C1orf232,287.0,166.0,220.0,188.0,71.0
AL391650.1,49.0,22.0,38.0,18.0,9.0
ZNF593,2239.0,2104.0,2331.0,1424.0,1532.0
CNKSR1,182.0,236.0,312.0,305.0,220.0
CATSPER4,3.0,8.0,12.0,0.0,3.0
CEP85,1442.0,1205.0,1263.0,1251.0,1273.0
SH3BGRL3,12675.0,11764.0,16410.0,10182.0,17271.0
UBXN11,1155.0,670.0,1099.0,575.0,785.0
CD52,6.0,11.0,8.0,7.0,2.0
CRYBG2,116.0,124.0,175.0,112.0,30.0
ZNF683,1.0,1.0,4.0,3.0,0.0
LIN28A,18.0,30.0,56.0,70.0,20.0
DHDDS,2246.0,2361.0,2470.0,2176.0,2655.0
AL513365.2,371.0,334.0,420.0,343.0,414.0
HMGN2,49866.0,31097.0,34003.0,22813.0,51137.0
RPS6KA1,533.0,585.0,552.0,384.0,344.0
AL512408.1,9.0,10.0,5.0,8.0,13.0
ARID1A,15912.0,15967.0,15735.0,16484.0,19786.0
PIGV,405.0,320.0,423.0,309.0,202.0
ZDHHC18,1462.0,1361.0,1481.0,1504.0,1496.0
SFN,9.0,11.0,15.0,5.0,7.0
GPN2,1104.0,1155.0,1162.0,1236.0,715.0
AL034380.1,1.0,1.0,0.0,3.0,0.0
GPATCH3,920.0,611.0,762.0,551.0,584.0
NUDC,13681.0,11703.0,12772.0,9763.0,9582.0
NR0B2,0.0,0.0,1.0,1.0,0.0
KDF1,11.0,40.0,25.0,60.0,20.0
TRNP1,377.0,606.0,596.0,378.0,254.0
TENT5B,78.0,103.0,192.0,116.0,29.0
SLC9A1,724.0,747.0,751.0,720.0,637.0
AL590640.1,0.0,2.0,1.0,4.0,0.0
WDTC1,1658.0,1594.0,1734.0,1997.0,1814.0
TMEM222,2677.0,1791.0,2920.0,2652.0,2529.0
SYTL1,32.0,89.0,64.0,98.0,38.0
MAP3K6,61.0,111.0,77.0,63.0,61.0
FCN3,2.0,5.0,1.0,3.0,32.0
CD164L2,7.0,3.0,4.0,1.0,0.0
GPR3,67.0,59.0,75.0,79.0,61.0
WASF2,3788.0,2593.0,3927.0,3116.0,2877.0
FO393419.2,83.0,55.0,83.0,70.0,79.0
BX293535.1,4.0,6.0,8.0,6.0,7.0
AHDC1,1924.0,2066.0,1983.0,2332.0,2174.0
FGR,10.0,4.0,11.0,3.0,8.0
LINC02574,1.0,5.0,5.0,1.0,1.0
IFI6,852.0,647.0,1000.0,399.0,662.0
AL445490.1,2.0,4.0,8.0,9.0,7.0
AL020997.5,5.0,5.0,9.0,5.0,11.0
FAM76A,1566.0,1296.0,1425.0,1395.0,1433.0
STX12,7297.0,8951.0,9726.0,9358.0,9892.0
AL020997.2,9.0,12.0,13.0,24.0,19.0
AL020997.3,13.0,23.0,13.0,18.0,23.0
AL020997.4,46.0,60.0,55.0,44.0,39.0
PPP1R8,2371.0,2294.0,2347.0,2081.0,2402.0
THEMIS2,79.0,95.0,119.0,60.0,46.0
RPA2,5650.0,3522.0,4858.0,3008.0,3997.0
SMPDL3B,43.0,34.0,41.0,19.0,25.0
AL512288.1,14.0,18.0,14.0,17.0,11.0
XKR8,236.0,214.0,249.0,224.0,172.0
EYA3,5193.0,4935.0,5688.0,5565.0,5966.0
PTAFR,30.0,33.0,34.0,26.0,41.0
DNAJC8,11632.0,11817.0,10963.0,8385.0,12323.0
ATP5IF1,16556.0,17100.0,15678.0,12926.0,16530.0
AL353622.1,289.0,245.0,369.0,23.0,30.0
AL353622.2,0.0,1.0,3.0,0.0,1.0
SESN2,1140.0,1757.0,2043.0,1314.0,963.0
MED18,267.0,461.0,597.0,282.0,369.0
PHACTR4,18246.0,17402.0,19125.0,17755.0,21807.0
RCC1,2149.0,1244.0,1865.0,898.0,1649.0
SNHG3,2238.0,1856.0,2332.0,2527.0,1895.0
TRNAU1AP,5106.0,4071.0,5326.0,5675.0,5489.0
SNHG12,937.0,1012.0,1468.0,1529.0,1039.0
TAF12,2533.0,2574.0,2940.0,2842.0,2442.0
RAB42,32.0,70.0,42.0,29.0,34.0
LINC01715,98.0,97.0,113.0,129.0,93.0
AL360012.1,24.0,24.0,18.0,24.0,27.0
GMEB1,4026.0,2968.0,3520.0,4247.0,3802.0
YTHDF2,12967.0,12015.0,12460.0,10383.0,11859.0
OPRD1,23.0,16.0,24.0,19.0,19.0
AL009181.1,1.0,2.0,1.0,0.0,1.0
EPB41,11397.0,9165.0,12982.0,6442.0,11034.0
TMEM200B,9.0,6.0,10.0,9.0,6.0
AL357500.1,16.0,24.0,16.0,21.0,24.0
SRSF4,17921.0,15371.0,17490.0,14690.0,16890.0
MECR,2351.0,1842.0,2297.0,1711.0,1871.0
AL590729.1,0.0,1.0,1.0,0.0,0.0
PTPRU,662.0,763.0,853.0,810.0,387.0
LINC01756,7.0,16.0,8.0,7.0,5.0
AC092265.1,0.0,0.0,0.0,0.0,0.0
AL645944.2,2.0,4.0,4.0,5.0,4.0
LINC01648,15.0,18.0,15.0,20.0,7.0
AL137076.1,0.0,0.0,0.0,0.0,0.0
AL161638.2,0.0,0.0,1.0,0.0,0.0
AL161638.1,0.0,0.0,0.0,0.0,0.0
MATN1,27.0,105.0,45.0,481.0,13.0
MATN1-AS1,17.0,25.0,34.0,25.0,5.0
AL137857.1,0.0,1.0,0.0,3.0,1.0
LAPTM5,7.0,9.0,13.0,3.0,5.0
AL137027.1,2.0,8.0,12.0,8.0,7.0
LINC01778,6.0,8.0,23.0,4.0,13.0
AL445235.1,0.0,0.0,1.0,0.0,0.0
SDC3,1954.0,2133.0,2434.0,1540.0,2412.0
PUM1,19872.0,18458.0,21421.0,18383.0,20664.0
NKAIN1,9223.0,6240.0,8809.0,7050.0,6180.0
SNRNP40,6636.0,4932.0,6200.0,5182.0,5121.0
ZCCHC17,9863.0,9841.0,9532.0,8029.0,7962.0
AL451070.1,467.0,594.0,582.0,640.0,452.0
FABP3,286.0,520.0,486.0,873.0,270.0
SERINC2,4980.0,2441.0,4106.0,2950.0,2320.0
LINC01226,11.0,31.0,30.0,47.0,20.0
AC114488.1,0.0,0.0,0.0,0.0,0.0
TINAGL1,0.0,3.0,2.0,4.0,3.0
HCRTR1,13.0,98.0,93.0,58.0,52.0
PEF1,3806.0,2576.0,3389.0,2442.0,2915.0
AC114488.2,13.0,12.0,14.0,12.0,8.0
AC114488.3,2.0,4.0,6.0,7.0,3.0
COL16A1,141.0,76.0,107.0,99.0,122.0
ADGRB2,1667.0,1833.0,1489.0,2158.0,1886.0
AL354919.2,1.0,0.0,2.0,2.0,1.0
SPOCD1,13.0,8.0,13.0,20.0,8.0
AL354919.1,7.0,17.0,15.0,16.0,10.0
AL136115.2,107.0,119.0,114.0,164.0,98.0
PTP4A2,10225.0,8904.0,10663.0,8006.0,10184.0
AL136115.1,6.0,0.0,3.0,10.0,9.0
AL136115.3,4.0,2.0,6.0,11.0,1.0
KHDRBS1,31090.0,27004.0,32172.0,27213.0,36777.0
AL445248.1,1288.0,1480.0,1390.0,1660.0,1226.0
TMEM39B,3169.0,2417.0,2709.0,2638.0,3399.0
KPNA6,5428.0,5457.0,5853.0,6305.0,5696.0
AL049795.2,46.0,36.0,42.0,53.0,33.0
TXLNA,1936.0,1832.0,1741.0,1362.0,1627.0
CCDC28B,7974.0,7570.0,7533.0,7716.0,8463.0
AL049795.1,30.0,37.0,33.0,19.0,55.0
IQCC,258.0,199.0,239.0,180.0,222.0
DCDC2B,419.0,418.0,523.0,458.0,489.0
TMEM234,682.0,646.0,596.0,516.0,608.0
EIF3I,12110.0,10831.0,11839.0,8995.0,9537.0
FAM167B,34.0,25.0,20.0,23.0,16.0
LCK,6.0,12.0,12.0,19.0,6.0
HDAC1,3209.0,2198.0,2867.0,1380.0,1861.0
MARCKSL1,106286.0,89588.0,93568.0,84995.0,123270.0
AL109945.1,1.0,1.0,0.0,0.0,0.0
TSSK3,155.0,154.0,137.0,153.0,107.0
FAM229A,466.0,480.0,461.0,567.0,364.0
BSDC1,5812.0,5095.0,5988.0,6341.0,5106.0
ZBTB8B,960.0,906.0,1030.0,1635.0,525.0
ZBTB8A,6326.0,5036.0,5643.0,6286.0,5805.0
ZBTB8OS,5230.0,5116.0,5608.0,5218.0,5260.0
RBBP4,15041.0,12159.0,13366.0,12835.0,14723.0
SYNC,2842.0,3439.0,3091.0,2762.0,3284.0
AC114489.1,35.0,39.0,51.0,59.0,21.0
KIAA1522,973.0,867.0,1009.0,955.0,718.0
YARS,4255.0,4945.0,6148.0,3998.0,4343.0
S100PBP,3197.0,2631.0,3345.0,2249.0,2927.0
FNDC5,1489.0,1127.0,1692.0,801.0,1095.0
HPCA,921.0,1322.0,1120.0,1743.0,1190.0
TMEM54,215.0,231.0,192.0,177.0,203.0
AL031602.2,246.0,355.0,271.0,367.0,275.0
RNF19B,927.0,1139.0,764.0,1450.0,1310.0
AL020995.1,485.0,725.0,653.0,823.0,460.0
AK2,3259.0,2032.0,2619.0,2175.0,1789.0
AZIN2,638.0,859.0,635.0,498.0,505.0
TRIM62,1248.0,664.0,639.0,1061.0,541.0
AL662907.3,55.0,61.0,35.0,43.0,58.0
ZNF362,2822.0,2264.0,2282.0,2484.0,3025.0
AL513327.3,3.0,4.0,2.0,1.0,5.0
A3GALT2,108.0,155.0,97.0,61.0,131.0
AL513327.1,2254.0,2232.0,2307.0,1914.0,2443.0
PHC2,9896.0,8440.0,9255.0,8090.0,10499.0
AL513327.2,318.0,378.0,501.0,417.0,610.0
ZSCAN20,242.0,202.0,259.0,216.0,255.0
CSMD2,3871.0,6581.0,127.0,7614.0,9504.0
HMGB4,0.0,1.0,0.0,2.0,0.0
CSMD2-AS1,11.0,30.0,0.0,20.0,22.0
C1orf94,42.0,64.0,2.0,60.0,33.0
AC099565.1,7.0,11.0,4.0,21.0,9.0
SMIM12,2489.0,2415.0,2457.0,2329.0,2146.0
GJB5,0.0,1.0,1.0,0.0,0.0
GJB4,2.0,2.0,1.0,1.0,0.0
AL121988.1,0.0,0.0,0.0,0.0,0.0
GJB3,1.0,4.0,7.0,3.0,2.0
GJA4,0.0,0.0,1.0,1.0,0.0
AL122010.1,1.0,0.0,0.0,0.0,0.0
DLGAP3,903.0,1111.0,648.0,1546.0,961.0
TMEM35B,173.0,105.0,123.0,112.0,69.0
ZMYM6,1843.0,1980.0,2121.0,2218.0,1649.0
ZMYM1,2066.0,1546.0,2409.0,1947.0,1978.0
AL590434.1,31.0,24.0,53.0,72.0,29.0
SFPQ,29631.0,24438.0,29670.0,14753.0,34408.0
ZMYM4,11343.0,11151.0,11316.0,11113.0,13891.0
ZMYM4-AS1,817.0,895.0,907.0,1030.0,1024.0
KIAA0319L,6851.0,7159.0,7532.0,6824.0,7258.0
NCDN,886.0,686.0,879.0,837.0,1022.0
AC004865.2,74.0,131.0,150.0,115.0,92.0
TFAP2E,423.0,499.0,607.0,478.0,442.0
PSMB2,12999.0,9042.0,12099.0,8241.0,10910.0
C1orf216,1026.0,706.0,854.0,1458.0,1268.0
CLSPN,4313.0,2223.0,2886.0,1096.0,3622.0
AL354864.1,15.0,15.0,18.0,8.0,17.0
AGO4,6038.0,5184.0,6180.0,7315.0,7075.0
AGO1,5007.0,4580.0,4667.0,3550.0,4368.0
AL139286.3,211.0,245.0,211.0,179.0,192.0
AL139286.2,22.0,7.0,16.0,14.0,16.0
AGO3,12034.0,11828.0,14051.0,14166.0,11346.0
AL138787.2,688.0,803.0,1036.0,928.0,710.0
TEKT2,671.0,332.0,487.0,340.0,357.0
ADPRHL2,2953.0,2644.0,3058.0,2973.0,2505.0
COL8A2,5.0,22.0,26.0,15.0,8.0
TRAPPC3,5830.0,4277.0,4699.0,4037.0,5153.0
MAP7D1,4401.0,3196.0,4190.0,4026.0,4218.0
THRAP3,14496.0,13531.0,13812.0,12322.0,13298.0
SH3D21,405.0,298.0,445.0,551.0,149.0
EVA1B,291.0,278.0,394.0,173.0,74.0
AL591845.1,41.0,50.0,42.0,110.0,26.0
STK40,2599.0,3185.0,2861.0,3013.0,2659.0
LSM10,3237.0,3752.0,3397.0,2710.0,2291.0
OSCP1,1374.0,1147.0,1399.0,1029.0,974.0
MRPS15,4538.0,3488.0,4088.0,2550.0,3647.0
CSF3R,10.0,17.0,21.0,25.0,8.0
AL596257.1,4.0,4.0,6.0,6.0,6.0
AC117945.2,0.0,0.0,0.0,0.0,0.0
AC117945.1,0.0,0.0,0.0,5.0,0.0
GRIK3,1711.0,8785.0,4506.0,9906.0,13558.0
AL031430.1,3.0,0.0,2.0,9.0,6.0
AL353604.1,12.0,166.0,60.0,88.0,113.0
LINC01137,144.0,652.0,404.0,968.0,619.0
ZC3H12A,56.0,59.0,56.0,29.0,50.0
MEAF6,10828.0,10094.0,11387.0,12360.0,10268.0
SNIP1,1221.0,1533.0,1349.0,1523.0,1224.0
DNALI1,1971.0,1244.0,1706.0,1082.0,1146.0
GNL2,2445.0,2173.0,2725.0,2080.0,2473.0
AL513220.1,8.0,15.0,16.0,7.0,2.0
RSPO1,1526.0,447.0,1467.0,13.0,129.0
C1orf109,1174.0,1406.0,1395.0,1068.0,1183.0
CDCA8,2388.0,1283.0,1503.0,1012.0,1980.0
EPHA10,529.0,608.0,546.0,994.0,916.0
MANEAL,1814.0,1487.0,1598.0,1951.0,2317.0
AL929472.3,0.0,1.0,1.0,2.0,1.0
YRDC,1639.0,2027.0,1936.0,2078.0,1342.0
C1orf122,7986.0,9210.0,8612.0,6378.0,8485.0
MTF1,1458.0,1531.0,1632.0,1583.0,1433.0
AL929472.2,3.0,0.0,2.0,5.0,6.0
INPP5B,1844.0,1805.0,2196.0,2326.0,2002.0
SF3A3,6139.0,4626.0,5817.0,4938.0,5131.0
FHL3,491.0,411.0,431.0,473.0,411.0
UTP11,3407.0,3019.0,3459.0,3087.0,3341.0
POU3F1,538.0,740.0,1345.0,641.0,2842.0
MIR3659HG,352.0,410.0,452.0,366.0,838.0
LINC02786,0.0,2.0,1.0,1.0,4.0
AL390839.1,2.0,4.0,5.0,5.0,4.0
AL390839.2,33.0,65.0,32.0,56.0,63.0
LINC01343,4.0,5.0,7.0,2.0,2.0
LINC01685,13.0,22.0,26.0,22.0,100.0
AL354702.2,11.0,12.0,8.0,4.0,9.0
RRAGC,1731.0,1878.0,1655.0,1790.0,1975.0
AL139260.1,4336.0,4458.0,4904.0,6603.0,5547.0
MYCBP,1681.0,1535.0,1886.0,1388.0,1417.0
GJA9,106.0,221.0,163.0,173.0,189.0
RHBDL2,1141.0,1336.0,1577.0,1525.0,1211.0
AKIRIN1,8784.0,8630.0,11324.0,8044.0,8250.0
NDUFS5,25233.0,27413.0,31037.0,20896.0,21150.0
MACF1,33511.0,32813.0,37206.0,35624.0,45333.0
AL356055.1,29.0,36.0,34.0,47.0,38.0
AL442071.2,234.0,312.0,257.0,365.0,348.0
AL442071.1,263.0,268.0,349.0,175.0,328.0
BMP8A,127.0,156.0,86.0,67.0,96.0
PABPC4,4495.0,4185.0,4747.0,2452.0,3760.0
PABPC4-AS1,16.0,38.0,30.0,26.0,23.0
HEYL,8.0,8.0,25.0,5.0,26.0
AL035404.2,0.0,0.0,0.0,0.0,0.0
NT5C1A,21.0,24.0,8.0,31.0,2.0
HPCAL4,788.0,1271.0,830.0,1338.0,700.0
PPIE,3989.0,2510.0,3105.0,2588.0,1934.0
BMP8B,40.0,27.0,27.0,29.0,43.0
OXCT2,2.0,3.0,2.0,5.0,1.0
BMP8B-AS1,2.0,0.0,0.0,1.0,0.0
AL033527.3,1.0,1.0,0.0,1.0,2.0
AL033527.4,2.0,4.0,5.0,13.0,1.0
LINC02811,15.0,24.0,32.0,177.0,7.0
TRIT1,4919.0,3977.0,5202.0,6121.0,5768.0
MYCL,1272.0,748.0,949.0,853.0,715.0
AL033527.2,3.0,4.0,4.0,1.0,6.0
MFSD2A,866.0,750.0,860.0,1004.0,508.0
CAP1,8091.0,5930.0,8404.0,6755.0,7240.0
PPT1,4122.0,2197.0,3254.0,2530.0,2640.0
RLF,7957.0,7497.0,8581.0,10551.0,8537.0
TMCO2,9.0,4.0,20.0,42.0,9.0
AL050341.2,1952.0,1605.0,1933.0,1980.0,1795.0
ZMPSTE24,2019.0,1861.0,1853.0,1571.0,1967.0
COL9A2,709.0,764.0,867.0,466.0,429.0
SMAP2,3107.0,3776.0,3243.0,4666.0,3747.0
AL031985.4,56.0,102.0,154.0,112.0,91.0
ZFP69B,1044.0,1065.0,1008.0,1404.0,1302.0
AL031985.3,216.0,200.0,187.0,299.0,243.0
ZFP69,496.0,448.0,519.0,432.0,413.0
AL603839.3,1035.0,1121.0,1306.0,1006.0,762.0
EXO5,444.0,509.0,438.0,370.0,392.0
AL603839.1,0.0,0.0,2.0,1.0,2.0
AL603839.2,9.0,12.0,19.0,17.0,15.0
ZNF684,513.0,483.0,589.0,518.0,522.0
AL356379.2,32.0,75.0,52.0,118.0,27.0
RIMS3,1175.0,1320.0,1246.0,1526.0,1120.0
AL031289.2,18.0,16.0,18.0,19.0,12.0
AL031289.1,139.0,139.0,144.0,79.0,178.0
NFYC-AS1,208.0,282.0,203.0,166.0,233.0
NFYC,4631.0,3793.0,4209.0,4433.0,5014.0
KCNQ4,78.0,81.0,65.0,37.0,71.0
CITED4,677.0,837.0,558.0,324.0,389.0
AC119677.1,1.0,4.0,1.0,0.0,2.0
AL391730.2,0.0,1.0,0.0,1.0,0.0
CTPS1,5167.0,3080.0,3857.0,2257.0,4094.0
SLFNL1-AS1,809.0,894.0,976.0,750.0,910.0
SLFNL1,1325.0,1020.0,1167.0,789.0,889.0
SCMH1,14608.0,14688.0,15725.0,16607.0,17870.0
AC093151.8,7.0,20.0,11.0,15.0,4.0
AC093151.3,1.0,2.0,2.0,1.0,3.0
FOXO6,360.0,356.0,367.0,713.0,408.0
AC093151.2,1.0,4.0,1.0,0.0,1.0
EDN2,5.0,12.0,18.0,8.0,2.0
HIVEP3,4460.0,5280.0,5908.0,8117.0,8521.0
AL445933.2,0.0,0.0,0.0,0.0,0.0
AC119676.1,0.0,0.0,0.0,0.0,0.0
AL158216.1,17.0,20.0,22.0,14.0,11.0
GUCA2B,0.0,0.0,0.0,0.0,1.0
GUCA2A,0.0,0.0,1.0,0.0,0.0
FOXJ3,8971.0,9938.0,9562.0,11427.0,11712.0
AC096540.1,1.0,1.0,2.0,4.0,1.0
RIMKLA,1456.0,2500.0,2069.0,3626.0,5297.0
ZMYND12,24.0,36.0,27.0,27.0,20.0
PPCS,2122.0,2312.0,2302.0,1705.0,2231.0
CCDC30,2051.0,2178.0,2881.0,2238.0,2483.0
PPIH,3839.0,2907.0,3544.0,2697.0,3164.0
AC098484.4,446.0,493.0,459.0,448.0,454.0
AC098484.2,47.0,70.0,55.0,69.0,73.0
YBX1,102743.0,86373.0,107017.0,83735.0,95494.0
CLDN19,14.0,43.0,17.0,17.0,15.0
P3H1,1346.0,1585.0,1643.0,2143.0,1260.0
C1orf50,2277.0,2293.0,2713.0,2598.0,2994.0
AC098484.1,0.0,1.0,1.0,0.0,1.0
TMEM269,307.0,437.0,404.0,479.0,321.0
SVBP,8358.0,8884.0,8749.0,8311.0,9350.0
ERMAP,283.0,306.0,248.0,134.0,311.0
AL512353.1,91.0,63.0,71.0,15.0,47.0
ZNF691,491.0,431.0,497.0,385.0,490.0
SLC2A1,3237.0,2600.0,4429.0,2846.0,1396.0
SLC2A1-AS1,384.0,351.0,1106.0,697.0,435.0
AC099795.1,2.0,8.0,10.0,25.0,2.0
FAM183A,174.0,326.0,431.0,76.0,70.0
EBNA1BP2,4247.0,3324.0,3654.0,2383.0,3472.0
CFAP57,181.0,100.0,211.0,116.0,63.0
TMEM125,6.0,11.0,11.0,15.0,3.0
C1orf210,0.0,3.0,2.0,2.0,3.0
TIE1,5.0,5.0,10.0,16.0,4.0
MPL,4.0,8.0,7.0,12.0,11.0
AL139289.3,1.0,1.0,0.0,1.0,1.0
AL139289.2,85.0,93.0,116.0,76.0,60.0
CDC20,6362.0,1886.0,3531.0,1879.0,3383.0
ELOVL1,384.0,271.0,388.0,302.0,229.0
MED8,2114.0,2076.0,2249.0,2045.0,2009.0
AL139289.1,2.0,10.0,5.0,7.0,6.0
SZT2,1799.0,1707.0,1937.0,1869.0,2014.0
SZT2-AS1,1.0,5.0,0.0,1.0,0.0
HYI,2050.0,1502.0,1285.0,1556.0,2184.0
HYI-AS1,44.0,42.0,40.0,58.0,50.0
PTPRF,5016.0,5045.0,6207.0,5372.0,4002.0
KDM4A,3087.0,2872.0,2954.0,2932.0,3074.0
KDM4A-AS1,1229.0,1448.0,1406.0,815.0,1215.0
ST3GAL3,6234.0,5237.0,6200.0,5517.0,5902.0
AL451062.1,409.0,418.0,469.0,422.0,353.0
ARTN,23.0,31.0,27.0,21.0,37.0
AL357079.1,215.0,182.0,246.0,251.0,271.0
IPO13,851.0,820.0,902.0,632.0,1029.0
AL357079.2,6.0,11.0,6.0,7.0,8.0
DPH2,726.0,504.0,704.0,466.0,437.0
ATP6V0B,12762.0,12914.0,14792.0,13179.0,13498.0
B4GALT2,4611.0,2964.0,3603.0,3085.0,3444.0
CCDC24,715.0,537.0,676.0,530.0,585.0
SLC6A9,565.0,584.0,723.0,468.0,510.0
AL139220.2,323.0,489.0,369.0,245.0,407.0
KLF17,0.0,1.0,1.0,2.0,0.0
KLF18,0.0,0.0,0.0,0.0,0.0
DMAP1,3472.0,2704.0,2911.0,2045.0,3719.0
ERI3,8324.0,6350.0,7801.0,5644.0,7426.0
ERI3-IT1,0.0,1.0,1.0,0.0,1.0
RNF220,5360.0,2304.0,4273.0,2182.0,2821.0
TMEM53,984.0,822.0,934.0,721.0,748.0
ARMH1,1495.0,1388.0,2219.0,1506.0,1764.0
KIF2C,3055.0,1221.0,1865.0,964.0,1629.0
AL592166.1,121.0,174.0,169.0,116.0,139.0
RPS8,148203.0,150293.0,161528.0,115133.0,109131.0
BEST4,55.0,42.0,38.0,32.0,54.0
PLK3,811.0,726.0,777.0,770.0,619.0
TCTEX1D4,0.0,2.0,2.0,1.0,0.0
BTBD19,155.0,170.0,145.0,98.0,117.0
PTCH2,1954.0,1023.0,1594.0,1094.0,1813.0
EIF2B3,4952.0,3930.0,5112.0,5321.0,4615.0
HECTD3,715.0,540.0,494.0,574.0,586.0
UROD,2415.0,1372.0,1844.0,1079.0,1818.0
ZSWIM5,13082.0,11951.0,13670.0,19297.0,13737.0
LINC01144,28.0,12.0,10.0,19.0,16.0
HPDL,23.0,17.0,20.0,14.0,3.0
MUTYH,1735.0,1372.0,1700.0,1425.0,1591.0
TOE1,967.0,953.0,827.0,570.0,911.0
TESK2,486.0,351.0,444.0,482.0,451.0
CCDC163,170.0,28.0,55.0,41.0,17.0
MMACHC,300.0,303.0,279.0,221.0,220.0
PRDX1,32229.0,15814.0,22577.0,11497.0,14576.0
AKR1A1,10013.0,5716.0,7342.0,7324.0,6936.0
