IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,PHYKPL,PHYKPL,SLCO6A1,SLCO6A1,SLCO6A1,SLCO6A1,AC244517.11,AC244517.11,SLCO6A1,SLCO6A1,SLCO6A1,SLCO6A1,,,SLCO6A1,SLCO6A1,OARD1,OARD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLK4,CLK4,LINC00491,LINC00491,LINC00491,LINC00491,PCDHB16,PCDHB16,LINC00491,LINC00491,LINC00491,LINC00491,,,LINC00491,LINC00491,NFYA,NFYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF354A,ZNF354A,PAM,PAM,PAM,PAM,PCDHB9,PCDHB9,PAM,PAM,PAM,PAM,,,PAM,PAM,FOXP4,FOXP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF354B,ZNF354B,GIN1,GIN1,GIN1,GIN1,PCDHB10,PCDHB10,GIN1,GIN1,GIN1,GIN1,,,GIN1,GIN1,MDFI,MDFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZFP2,ZFP2,PPIP5K2,PPIP5K2,PPIP5K2,PPIP5K2,PCDHB14,PCDHB14,PPIP5K2,PPIP5K2,PPIP5K2,PPIP5K2,,,PPIP5K2,PPIP5K2,FRS3,FRS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF354C,ZNF354C,C5orf30,C5orf30,C5orf30,C5orf30,PCDHB15,PCDHB15,C5orf30,C5orf30,C5orf30,C5orf30,,,C5orf30,C5orf30,TOMM6,TOMM6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADAMTS2,ADAMTS2,NUDT12,NUDT12,NUDT12,NUDT12,TAF7,TAF7,NUDT12,NUDT12,NUDT12,NUDT12,,,NUDT12,NUDT12,USP49,USP49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RUFY1,RUFY1,LINC02163,LINC02163,LINC02163,LINC02163,PCDHGB6,PCDHGB6,LINC02163,LINC02163,LINC02163,LINC02163,,,LINC02163,LINC02163,BYSL,BYSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HNRNPH1,HNRNPH1,EFNA5,EFNA5,EFNA5,EFNA5,PCDHGA10,PCDHGA10,EFNA5,EFNA5,EFNA5,EFNA5,,,EFNA5,EFNA5,CCND3,CCND3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CANX,CANX,FBXL17,FBXL17,FBXL17,FBXL17,DIAPH1,DIAPH1,FBXL17,FBXL17,FBXL17,FBXL17,,,FBXL17,FBXL17,TAF8,TAF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAML1,MAML1,FER,FER,FER,FER,AC008781.1,AC008781.1,FER,FER,FER,FER,,,FER,FER,GUCA1B,GUCA1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MGAT4B,MGAT4B,AC008467.1,AC008467.1,AC008467.1,AC008467.1,HDAC3,HDAC3,AC008467.1,AC008467.1,AC008467.1,AC008467.1,,,AC008467.1,AC008467.1,MRPS10,MRPS10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SQSTM1,SQSTM1,PJA2,PJA2,PJA2,PJA2,RELL2,RELL2,PJA2,PJA2,PJA2,PJA2,,,PJA2,PJA2,TRERF1,TRERF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRNIP,MRNIP,MAN2A1,MAN2A1,MAN2A1,MAN2A1,ARAP3,ARAP3,MAN2A1,MAN2A1,MAN2A1,MAN2A1,,,MAN2A1,MAN2A1,UBR2,UBR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC008393.1,AC008393.1,TMEM232,TMEM232,TMEM232,TMEM232,AC005753.2,AC005753.2,TMEM232,TMEM232,TMEM232,TMEM232,,,TMEM232,TMEM232,TBCC,TBCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBC1D9B,TBC1D9B,SLC25A46,SLC25A46,SLC25A46,SLC25A46,PCDH1,PCDH1,SLC25A46,SLC25A46,SLC25A46,SLC25A46,,,SLC25A46,SLC25A46,BICRAL,BICRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RNF130,RNF130,WDR36,WDR36,WDR36,WDR36,AC005740.5,AC005740.5,WDR36,WDR36,WDR36,WDR36,,,WDR36,WDR36,RPL7L1,RPL7L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RASGEF1C,RASGEF1C,CAMK4,CAMK4,CAMK4,CAMK4,DELE1,DELE1,CAMK4,CAMK4,CAMK4,CAMK4,,,CAMK4,CAMK4,C6orf226,C6orf226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAPK9,MAPK9,STARD4,STARD4,STARD4,STARD4,RNF14,RNF14,STARD4,STARD4,STARD4,STARD4,,,STARD4,STARD4,CNPY3,CNPY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GFPT2,GFPT2,STARD4-AS1,STARD4-AS1,STARD4-AS1,STARD4-AS1,AC005740.3,AC005740.3,STARD4-AS1,STARD4-AS1,STARD4-AS1,STARD4-AS1,,,STARD4-AS1,STARD4-AS1,AL035587.1,AL035587.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNOT6,CNOT6,NREP,NREP,NREP,NREP,GNPDA1,GNPDA1,NREP,NREP,NREP,NREP,,,NREP,NREP,PEX6,PEX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MGAT1,MGAT1,EPB41L4A,EPB41L4A,EPB41L4A,EPB41L4A,NDFIP1,NDFIP1,EPB41L4A,EPB41L4A,EPB41L4A,EPB41L4A,,,EPB41L4A,EPB41L4A,PPP2R5D,PPP2R5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HEIH,HEIH,EPB41L4A-AS1,EPB41L4A-AS1,EPB41L4A-AS1,EPB41L4A-AS1,SPRY4-AS1,SPRY4-AS1,EPB41L4A-AS1,EPB41L4A-AS1,EPB41L4A-AS1,EPB41L4A-AS1,,,EPB41L4A-AS1,EPB41L4A-AS1,MEA1,MEA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZFP62,ZFP62,AC010261.2,AC010261.2,AC010261.2,AC010261.2,ARHGAP26,ARHGAP26,AC010261.2,AC010261.2,AC010261.2,AC010261.2,,,AC010261.2,AC010261.2,KLHDC3,KLHDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIM41,TRIM41,APC,APC,APC,APC,NR3C1,NR3C1,APC,APC,APC,APC,,,APC,APC,RRP36,RRP36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RACK1,RACK1,SRP19,SRP19,SRP19,SRP19,YIPF5,YIPF5,SRP19,SRP19,SRP19,SRP19,,,SRP19,SRP19,CUL7,CUL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC008443.1,AC008443.1,REEP5,REEP5,REEP5,REEP5,KCTD16,KCTD16,REEP5,REEP5,REEP5,REEP5,,,REEP5,REEP5,KLC4,KLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIM52,TRIM52,DCP2,DCP2,DCP2,DCP2,PRELID2,PRELID2,DCP2,DCP2,DCP2,DCP2,,,DCP2,DCP2,MRPL2,MRPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIM52-AS1,TRIM52-AS1,MCC,MCC,MCC,MCC,PLAC8L1,PLAC8L1,MCC,MCC,MCC,MCC,,,MCC,MCC,PTK7,PTK7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUSP22,DUSP22,YTHDC2,YTHDC2,YTHDC2,YTHDC2,AC091887.1,AC091887.1,YTHDC2,YTHDC2,YTHDC2,YTHDC2,,,YTHDC2,YTHDC2,SRF,SRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXOC2,EXOC2,KCNN2,KCNN2,KCNN2,KCNN2,LARS,LARS,KCNN2,KCNN2,KCNN2,KCNN2,,,KCNN2,KCNN2,CUL9,CUL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AL357054.2,AL357054.2,TRIM36,TRIM36,TRIM36,TRIM36,RBM27,RBM27,TRIM36,TRIM36,TRIM36,TRIM36,,,TRIM36,TRIM36,DNPH1,DNPH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GMDS,GMDS,PGGT1B,PGGT1B,PGGT1B,PGGT1B,TCERG1,TCERG1,PGGT1B,PGGT1B,PGGT1B,PGGT1B,,,PGGT1B,PGGT1B,TTBK1,TTBK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GMDS-DT,GMDS-DT,CCDC112,CCDC112,CCDC112,CCDC112,PPP2R2B,PPP2R2B,CCDC112,CCDC112,CCDC112,CCDC112,,,CCDC112,CCDC112,ZNF318,ZNF318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WRNIP1,WRNIP1,FEM1C,FEM1C,FEM1C,FEM1C,STK32A,STK32A,FEM1C,FEM1C,FEM1C,FEM1C,,,FEM1C,FEM1C,ABCC10,ABCC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SERPINB6,SERPINB6,TMED7,TMED7,TMED7,TMED7,DPYSL3,DPYSL3,TMED7,TMED7,TMED7,TMED7,,,TMED7,TMED7,TJAP1,TJAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NQO2,NQO2,CDO1,CDO1,CDO1,CDO1,JAKMIP2-AS1,JAKMIP2-AS1,CDO1,CDO1,CDO1,CDO1,,,CDO1,CDO1,LRRC73,LRRC73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RIPK1,RIPK1,ATG12,ATG12,ATG12,ATG12,JAKMIP2,JAKMIP2,ATG12,ATG12,ATG12,ATG12,,,ATG12,ATG12,POLR1C,POLR1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BPHL,BPHL,AP3S1,AP3S1,AP3S1,AP3S1,SPINK5,SPINK5,AP3S1,AP3S1,AP3S1,AP3S1,,,AP3S1,AP3S1,YIPF3,YIPF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TUBB2A,TUBB2A,COMMD10,COMMD10,COMMD10,COMMD10,AC011346.1,AC011346.1,COMMD10,COMMD10,COMMD10,COMMD10,,,COMMD10,COMMD10,XPO5,XPO5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TUBB2B,TUBB2B,SEMA6A,SEMA6A,SEMA6A,SEMA6A,FBXO38,FBXO38,SEMA6A,SEMA6A,SEMA6A,SEMA6A,,,SEMA6A,SEMA6A,POLH,POLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PSMG4,PSMG4,SEMA6A-AS1,SEMA6A-AS1,SEMA6A-AS1,SEMA6A-AS1,ABLIM3,ABLIM3,SEMA6A-AS1,SEMA6A-AS1,SEMA6A-AS1,SEMA6A-AS1,,,SEMA6A-AS1,SEMA6A-AS1,GTPBP2,GTPBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC22A23,SLC22A23,DTWD2,DTWD2,DTWD2,DTWD2,GRPEL2,GRPEL2,DTWD2,DTWD2,DTWD2,DTWD2,,,DTWD2,DTWD2,MAD2L1BP,MAD2L1BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRPF4B,PRPF4B,DMXL1,DMXL1,DMXL1,DMXL1,PCYOX1L,PCYOX1L,DMXL1,DMXL1,DMXL1,DMXL1,,,DMXL1,DMXL1,RSPH9,RSPH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECI2,ECI2,TNFAIP8,TNFAIP8,TNFAIP8,TNFAIP8,CSNK1A1,CSNK1A1,TNFAIP8,TNFAIP8,TNFAIP8,TNFAIP8,,,TNFAIP8,TNFAIP8,MRPS18A,MRPS18A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDYL,CDYL,HSD17B4,HSD17B4,HSD17B4,HSD17B4,ARHGEF37,ARHGEF37,HSD17B4,HSD17B4,HSD17B4,HSD17B4,,,HSD17B4,HSD17B4,VEGFA,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPP40,RPP40,PRR16,PRR16,PRR16,PRR16,PPARGC1B,PPARGC1B,PRR16,PRR16,PRR16,PRR16,,,PRR16,PRR16,AL109615.4,AL109615.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LYRM4,LYRM4,SRFBP1,SRFBP1,SRFBP1,SRFBP1,SLC26A2,SLC26A2,SRFBP1,SRFBP1,SRFBP1,SRFBP1,,,SRFBP1,SRFBP1,MRPL14,MRPL14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FARS2,FARS2,LOX,LOX,LOX,LOX,HMGXB3,HMGXB3,LOX,LOX,LOX,LOX,,,LOX,LOX,TMEM63B,TMEM63B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NRN1,NRN1,SNCAIP,SNCAIP,SNCAIP,SNCAIP,CAMK2A,CAMK2A,SNCAIP,SNCAIP,SNCAIP,SNCAIP,,,SNCAIP,SNCAIP,HSP90AB1,HSP90AB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SSR1,SSR1,AC119150.1,AC119150.1,AC119150.1,AC119150.1,TCOF1,TCOF1,AC119150.1,AC119150.1,AC119150.1,AC119150.1,,,AC119150.1,AC119150.1,SLC35B2,SLC35B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RIOK1,RIOK1,AC022101.1,AC022101.1,AC022101.1,AC022101.1,RPS14,RPS14,AC022101.1,AC022101.1,AC022101.1,AC022101.1,,,AC022101.1,AC022101.1,TMEM151B,TMEM151B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SNRNP48,SNRNP48,SNX2,SNX2,SNX2,SNX2,NDST1,NDST1,SNX2,SNX2,SNX2,SNX2,,,SNX2,SNX2,AARS2,AARS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BMP6,BMP6,SNX24,SNX24,SNX24,SNX24,RBM22,RBM22,SNX24,SNX24,SNX24,SNX24,,,SNX24,SNX24,CDC5L,CDC5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TXNDC5,TXNDC5,CEP120,CEP120,CEP120,CEP120,DCTN4,DCTN4,CEP120,CEP120,CEP120,CEP120,,,CEP120,CEP120,SUPT3H,SUPT3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BLOC1S5,BLOC1S5,CSNK1G3,CSNK1G3,CSNK1G3,CSNK1G3,SMIM3,SMIM3,CSNK1G3,CSNK1G3,CSNK1G3,CSNK1G3,,,CSNK1G3,CSNK1G3,RUNX2,RUNX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EEF1E1,EEF1E1,LINC01170,LINC01170,LINC01170,LINC01170,ZNF300,ZNF300,LINC01170,LINC01170,LINC01170,LINC01170,,,LINC01170,LINC01170,RCAN2,RCAN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC35B3,SLC35B3,ZNF608,ZNF608,ZNF608,ZNF608,TNIP1,TNIP1,ZNF608,ZNF608,ZNF608,ZNF608,,,ZNF608,ZNF608,SLC25A27,SLC25A27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HULC,HULC,AC112196.1,AC112196.1,AC112196.1,AC112196.1,ANXA6,ANXA6,AC112196.1,AC112196.1,AC112196.1,AC112196.1,,,AC112196.1,AC112196.1,TNFRSF21,TNFRSF21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GCNT2,GCNT2,LINC02240,LINC02240,LINC02240,LINC02240,SLC36A1,SLC36A1,LINC02240,LINC02240,LINC02240,LINC02240,,,LINC02240,LINC02240,CD2AP,CD2AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAK1IP1,PAK1IP1,AC116362.1,AC116362.1,AC116362.1,AC116362.1,SPARC,SPARC,AC116362.1,AC116362.1,AC116362.1,AC116362.1,,,AC116362.1,AC116362.1,PTCHD4,PTCHD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM14C,TMEM14C,ALDH7A1,ALDH7A1,ALDH7A1,ALDH7A1,ATOX1,ATOX1,ALDH7A1,ALDH7A1,ALDH7A1,ALDH7A1,,,ALDH7A1,ALDH7A1,AL353138.1,AL353138.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM14B,TMEM14B,PHAX,PHAX,PHAX,PHAX,G3BP1,G3BP1,PHAX,PHAX,PHAX,PHAX,,,PHAX,PHAX,MMUT,MMUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAK,MAK,LMNB1-DT,LMNB1-DT,LMNB1-DT,LMNB1-DT,LINC01470,LINC01470,LMNB1-DT,LMNB1-DT,LMNB1-DT,LMNB1-DT,,,LMNB1-DT,LMNB1-DT,CENPQ,CENPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SYCP2L,SYCP2L,LMNB1,LMNB1,LMNB1,LMNB1,GRIA1,GRIA1,LMNB1,LMNB1,LMNB1,LMNB1,,,LMNB1,LMNB1,MCM3,MCM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ELOVL2,ELOVL2,MARCH3,MARCH3,MARCH3,MARCH3,FAM114A2,FAM114A2,MARCH3,MARCH3,MARCH3,MARCH3,,,MARCH3,MARCH3,EFHC1,EFHC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMIM13,SMIM13,MEGF10,MEGF10,MEGF10,MEGF10,MFAP3,MFAP3,MEGF10,MEGF10,MEGF10,MEGF10,,,MEGF10,MEGF10,TRAM2,TRAM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AL139807.1,AL139807.1,PRRC1,PRRC1,PRRC1,PRRC1,GALNT10,GALNT10,PRRC1,PRRC1,PRRC1,PRRC1,,,PRRC1,PRRC1,TMEM14A,TMEM14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEDD9,NEDD9,CCDC192,CCDC192,CCDC192,CCDC192,SAP30L-AS1,SAP30L-AS1,CCDC192,CCDC192,CCDC192,CCDC192,,,CCDC192,CCDC192,GSTA4,GSTA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM170B,TMEM170B,LINC01184,LINC01184,LINC01184,LINC01184,SAP30L,SAP30L,LINC01184,LINC01184,LINC01184,LINC01184,,,LINC01184,LINC01184,ICK,ICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIVEP1,HIVEP1,SLC12A2,SLC12A2,SLC12A2,SLC12A2,LARP1,LARP1,SLC12A2,SLC12A2,SLC12A2,SLC12A2,,,SLC12A2,SLC12A2,FBXO9,FBXO9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PHACTR1,PHACTR1,FBN2,FBN2,FBN2,FBN2,FAXDC2,FAXDC2,FBN2,FBN2,FBN2,FBN2,,,FBN2,FBN2,ELOVL5,ELOVL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBC1D7,TBC1D7,ISOC1,ISOC1,ISOC1,ISOC1,CNOT8,CNOT8,ISOC1,ISOC1,ISOC1,ISOC1,,,ISOC1,ISOC1,GCLC,GCLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GFOD1,GFOD1,ADAMTS19,ADAMTS19,ADAMTS19,ADAMTS19,GEMIN5,GEMIN5,ADAMTS19,ADAMTS19,ADAMTS19,ADAMTS19,,,ADAMTS19,ADAMTS19,LRRC1,LRRC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SIRT5,SIRT5,AC008591.1,AC008591.1,AC008591.1,AC008591.1,MRPL22,MRPL22,AC008591.1,AC008591.1,AC008591.1,AC008591.1,,,AC008591.1,AC008591.1,HMGCLL1,HMGCLL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NOL7,NOL7,CHSY3,CHSY3,CHSY3,CHSY3,SGCD,SGCD,CHSY3,CHSY3,CHSY3,CHSY3,,,CHSY3,CHSY3,DST,DST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RANBP9,RANBP9,HINT1,HINT1,HINT1,HINT1,HAVCR2,HAVCR2,HINT1,HINT1,HINT1,HINT1,,,HINT1,HINT1,KIAA1586,KIAA1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MCUR1,MCUR1,LYRM7,LYRM7,LYRM7,LYRM7,MED7,MED7,LYRM7,LYRM7,LYRM7,LYRM7,,,LYRM7,LYRM7,ZNF451,ZNF451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RNF182,RNF182,CDC42SE2,CDC42SE2,CDC42SE2,CDC42SE2,CYFIP2,CYFIP2,CDC42SE2,CDC42SE2,CDC42SE2,CDC42SE2,,,CDC42SE2,CDC42SE2,ZNF451-AS1,ZNF451-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JARID2,JARID2,RAPGEF6,RAPGEF6,RAPGEF6,RAPGEF6,ADAM19,ADAM19,RAPGEF6,RAPGEF6,RAPGEF6,RAPGEF6,,,RAPGEF6,RAPGEF6,RAB23,RAB23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DTNBP1,DTNBP1,FNIP1,FNIP1,FNIP1,FNIP1,THG1L,THG1L,FNIP1,FNIP1,FNIP1,FNIP1,,,FNIP1,FNIP1,PRIM2,PRIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYLIP,MYLIP,ACSL6,ACSL6,ACSL6,ACSL6,LSM11,LSM11,ACSL6,ACSL6,ACSL6,ACSL6,,,ACSL6,ACSL6,AL021368.2,AL021368.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATXN1,ATXN1,P4HA2,P4HA2,P4HA2,P4HA2,CLINT1,CLINT1,P4HA2,P4HA2,P4HA2,P4HA2,,,P4HA2,P4HA2,KHDRBS2,KHDRBS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RBM24,RBM24,PDLIM4,PDLIM4,PDLIM4,PDLIM4,EBF1,EBF1,PDLIM4,PDLIM4,PDLIM4,PDLIM4,,,PDLIM4,PDLIM4,PHF3,PHF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAP2,CAP2,SLC22A4,SLC22A4,SLC22A4,SLC22A4,RNF145,RNF145,SLC22A4,SLC22A4,SLC22A4,SLC22A4,,,SLC22A4,SLC22A4,EYS,EYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM8A1,FAM8A1,MIR3936HG,MIR3936HG,MIR3936HG,MIR3936HG,UBLCP1,UBLCP1,MIR3936HG,MIR3936HG,MIR3936HG,MIR3936HG,,,MIR3936HG,MIR3936HG,AL391807.1,AL391807.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NUP153,NUP153,SLC22A5,SLC22A5,SLC22A5,SLC22A5,TTC1,TTC1,SLC22A5,SLC22A5,SLC22A5,SLC22A5,,,SLC22A5,SLC22A5,ADGRB3,ADGRB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIF13A,KIF13A,RAD50,RAD50,RAD50,RAD50,PWWP2A,PWWP2A,RAD50,RAD50,RAD50,RAD50,,,RAD50,RAD50,LMBRD1,LMBRD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TPMT,TPMT,AC004039.1,AC004039.1,AC004039.1,AC004039.1,CCNJL,CCNJL,AC004039.1,AC004039.1,AC004039.1,AC004039.1,,,AC004039.1,AC004039.1,COL9A1,COL9A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KDM1B,KDM1B,KIF3A,KIF3A,KIF3A,KIF3A,ZBED8,ZBED8,KIF3A,KIF3A,KIF3A,KIF3A,,,KIF3A,KIF3A,FAM135A,FAM135A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DEK,DEK,SEPTIN8,SEPTIN8,SEPTIN8,SEPTIN8,SLU7,SLU7,SEPTIN8,SEPTIN8,SEPTIN8,SEPTIN8,,,SEPTIN8,SEPTIN8,SDHAF4,SDHAF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
