IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,ATP5PF,SPICE1,PRKCI,ARHGEF26,CPNE4,RPS14,TMCC1,MZT2A,KIF21B,AC026341.1,GALNT13,SMIM30,PHACTR2,MCPH1,GNG3,FEZF2,CCZ1,RPS3A,FBXO28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APP,LINC02614,TBL1XR1,PLCH1,NME9,AC008415.1,CLRN1-AS1,NCKAP5,IPO9,NDUFB4,SCN1A-AS1,NDUFA5,UTRN,AGPAT5,RTN3,TAFA1,RAPGEF5,HPF1,GNG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CCT8,TMCC1-AS1,MFN1,CCNL1,PIK3CB,SLIT3,TNIK,AC010974.2,ARL8A,SLC12A8,SCN9A,AC006148.1,CCZ1,PCM1,NRXN2,LNP1,FAM221A,PDCD6,LYST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BACH1,NEK11,C3orf70,MLF1,ERICH6-AS1,NRN1,FGF12,SPOPL,PPP1R12B,AMOTL2,FASTKD1,PLXNA4,GLCCI1,FZD3,CNIH2,AC026341.1,WIPF3,MRPL36,RGS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TIAM1,AC010210.1,MB21D2,SMC4,LINC01322,NRM,UVSSA,LYPD6B,SYT2,NCK1-DT,RAPGEF4,SSBP1,DNAH11,RPS20,FCHSD2,FAM162A,LSM5,ADCY2,CEP170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOD1,TMEM108,DLG1,MRPL47,SST,SNHG32,RGS12,ARL5A,RABIF,ARHGEF26,CDCA7,FAM85B,FAM126A,CHD7,PGM2L1,ADCY5,ANLN,CCT5,AKT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAXBP1,CDV3,AC116565.1,PEX5L,TMEM44,MTCH1,AC105916.1,FMNL2,ATP2B4,TIPARP,ZNF385B,PPP3CC,WIPF3,CLVS1,MAP6,PLXNA1,H2AFV,CDH12,EFCAB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SON,RBP1,UVSSA,FXR1,ZNF721,AL355612.1,LDB2,NR4A2,NFASC,VEPH1,NUP35,AC090809.1,FKBP14,CSPP1,RSF1,AC092969.1,ZNF107,RPL37,KIF26B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CRYZL1,SPSB4,NOP14-AS1,ETV5,LINC01182,NT5DC1,AC093898.1,RBMS1,CNTN2,TBL1XR1,PMS1,TTPA,DPY19L1,RPL7,PAFAH1B2,PLOD2,AC104073.4,AC106798.1,MYT1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ITSN1,PLOD2,STK32B,BCL6,LDB2,SAMD3,CCDC149,TBR1,KLHDC8A,NDUFB5,ICA1L,BHLHE22,AOAH,CPNE3,SCN3B,PLCH1,CASD1,CENPH,KIDINS220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ATP5PO,EIF2A,AC093323.1,HES1,AC006160.1,CCN2,LINC02506,SLC4A10,PLXNA2,PEX5L,VWC2L,NECAB1,ELMO1,UQCRB,KIF21A,AC092944.1,PEG10,TAF9,LPIN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MRPS6,AC092944.1,LDB2,STX18,KCNIP4-IT1,LINC00271,PGM2,SSB,LINC01717,PAK2,TTLL4,UQCRB,AC006001.2,RPL30,SMARCC2,MLF1,SEM1,GTF2H2,FAM49A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MORC3,VEPH1,KLF3-AS1,NCAPG,LINC02506,SAMD5,ATP10D,METTL5,SYT14,PIGG,CYP27A1,POLR2K,DLX6-AS1,ZFPM2,DCTN2,PEX5L,LHFPL3,BTF3,RHOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TTC3,PTX3,APBB2,RPL9,NIPAL1,AL033504.1,UBA6-AS1,PJVK,SERTAD4-AS1,FGFR3,ATG9A,NCALD,DLX6,EIF3E,KIF5A,CLCN2,FOXP2,HOMER1,KCNK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DYRK1A,KCNMB2,GABRA2,RBM47,AC053527.2,AL513164.1,SCARB2,LINC01934,SERTAD4,RGS12,SCLY,ZFPM2,DLX5,ENY2,SRGAP1,MAP3K13,MDFIC,RPS23,ALK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BRWD1,KCNMB2-AS1,GABRB1,KCTD8,SNCA,AL138733.1,SEPTIN11,NEUROD1,VASH2,KIAA0232,THAP4,ZFPM2-AS1,TRIM4,CSMD3,ASCL1,P3H2,TES,RHOBTB3,PPM1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HMGN1,EEF1AKMT4,CEP135,GABRA4,CXXC4-AS1,CCDC170,PPM1K,PDE1A,ESRRG,AC006230.1,LHFPL4,PCAT1,PILRB,EXT1,TAOK3,HES1,STRIP2,PCSK1,NRXN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GET1,MAGEF1,GRSF1,KIT,MCUB,OPRM1,MCUB,FAM171B,MARK1,ADGRA3,IRAK2,KHDRBS3,LHFPL3,EEF1D,SRRM4,TFRC,NRF1,ST8SIA4,PAPOLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PDE9A,P3H2,SLC4A4,NMU,NDNF,ELFN1,ELOVL6,DNAH7,SUSD4,OCIAD2,SYN2,LINC02055,CDHR3,RPL8,COX6A1,FGFR3,PLXNA4,SLCO6A1,AC092567.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NDUFV3,FGFR3,CNOT6L,LINC02232,ABHD18,CCZ1B,AC093765.3,HSPD1,RAB4A,ARL9,CAPN7,ARC,ERI1,GLIS3,SPPL3,STX18-AS1,LINC00599,HINT1,PELI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RRP1B,ZFYVE28,FRAS1,EPHA5,MAML3,ARL4A,AC115622.1,AC011997.1,TRIM67,LINC02232,OXNAD1,ZFP41,SGCZ,PTPRD,UFM1,SORCS2,AC034111.2,RAD50,MEIS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CSTB,SORCS2,HERC3,EPHA5-AS1,TMEM184C,DGKB,GLRB,PPIL3,GNG4,CCNG2,ZNF385D,NAPRT,SLC25A37,SNAPC3,KPNA3,HS3ST1,MSRA,VDAC1,AAK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SUMO3,KLF3,FAM13A,PARM1,GUCY1A1,AC007091.1,MARCH1,FZD7,FMN2,AC108159.1,GOLGA4,MFSD3,AC120193.1,DENND4C,SLAIN1,CPEB2,DPYSL2,SRA1,SLC4A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DIP2A,AC079921.1,GPRIN3,G3BP2,MARCH1,DNAH11,GPM6A,FAM117B,PLD5,LEF1,ITGA9,ZNF16,WRN,RPS6,FGF14,AC098829.1,EXTL3,NDUFA2,LRRTM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRMT2,RPL9,SNCA,SHROOM3,SCRG1,COBL,TRAPPC11,PARD3B,CEP170,AP1AR,MYRIP,NFIB,NKAIN3,MOB3B,ARHGEF7,C1QTNF7,AC090809.1,RPS14,CTNNA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SREBF2,LIMCH1,CCSER1,PRKG2,GPM6A,ZNF713,CYP4V2,EEF1B2,AKT3,ANKRD50,ZNF589,SH3GL2,JPH1,LINGO2,UPF3A,PACRGL,SNTG1,SLIT3,REEP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SH3BGRL,USP46,PPP3CA,UNC5C,FAT1,CHCHD2,PLEKHG4B,ADAM23,EFCAB2,FAT4,PFKFB4,STOML2,FBXO32,VCP,PSMB5,PGM2,FAM110B,NPM1,ANKRD36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FHL1,NMU,MANBA,AP002026.1,ANKH,ABHD11,BASP1-AS1,SPAG16,ZNF672,SCLT1,WDR6,CNTNAP3,ZNF251,GNG10,JPH4,NSUN7,CRH,DUSP1,NPAS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RBMX,ADAMTS3,PLA2G12A,DKK2,LINC02223,SEMA3E,SLC1A3,ATIC,MYT1L,INPP4B,IFRD2,BX664615.2,MLLT3,DENND1A,FAM177A1,GABRA2,AC067773.1,RPL26L1,LINC01102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRDM8,ELOVL6,LEF1,TTC23L,DBF4,HMGCS1,STK36,SOX11,SMARCA5,RASSF1,CNTNAP3B,CARNMT1,LHX2,KLHDC2,SRD5A3,HEY1,BOD1,PANTR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM150C,ABHD18,TIFA,LIFR-AS1,AC003991.1,AC104123.1,DNPEP,SILC1,HPF1,GNL3,ABCA1,TNC,NR6A1,PSMC6,AASDH,MTDH,PRELID1,AC018730.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PTPN13,PCDH10,AC023886.1,PLCXD3,CALCR,KDM3B,IRS1,CMPK2,LINC02427,CACNA1D,PTGR1,MIR181A2HG,RPL35,EXOC5,EPHA5,ZHX2,MGAT4B,SH3RF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDLIM5,RAB33B,NDST4,FCHO2,GNGT1,CAMK2A,FBXO36,KIDINS220,CASP3,ASB14,AC006450.3,PFKFB3,RPL12,DAAM1,LINC01088,SQLE,RACK1,AC010976.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UNC5C,GRIA2,NDST3,MEF2C,TRRAP,SPARC,ARMC9,LPIN1,AHRR,ARF4,PSMB7,CABCOCO1,RPL7A,RTN1,PRDM8,SLA,NRN1,AMER3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRMT10A,MSMO1,AC109927.1,ARSK,FBXL13,GEMIN5,DIS3L2,RHOB,MRPL36,PXK,RPL12,LRRTM3,SSNA1,FOXN3,LEF1,DENND4C,TMEM14C,KCNH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LEF1,FAT1,INPP4B,NREP,AC006148.1,KCNIP1,ECEL1,KIF3C,SRD5A1,KCTD6,ST6GALNAC4,ENTPD1-AS1,EHMT1,BCL11B,ENPEP,UBQLN1,ID4,AC011900.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ENPEP,BASP1-AS1,AC139720.1,DTWD2,AC009264.1,NSD1,EIF4E2,KCNK3,LINC02112,PRICKLE2,SH3GLB2,VAX1,RBM17,KLC1,AC073475.1,FGD3,CARMIL1,AC019197.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEUROG2,LINC02223,NR3C2,CDC42SE2,CHRM2,AC106795.3,SNORC,DPYSL5,CCT5,EOGT,CRAT,AL157388.1,FRMD4A,ATP5MPL,FAT4,SMC2,RPP21,SCN3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NDST3,PLCXD3,RPS3A,NME5,VIPR2,FAM153CP,ACKR3,ALK,MARCH11,LINC00960,PTPA,CAT,VIM,MEIS2,LARP1B,SLC27A4,CLIC1,STK39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FGF2,HMGCS1,MND1,PPP2R2B,ARHGEF10,AL138831.1,AC012063.1,LBH,C1QTNF3,DHFR2,OLFM1,LRRC4C,NSUN6,SCAPER,LINC02615,SET,SNHG32,CERS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOC,HCN1,SFRP2,CAMK2A,MCPH1,LINC00581,GPC1,GALNT14,RAI14,CD47,TMEM141,C11orf80,NEBL,NGRN,AC109927.1,PIP4K2A,NELFE,GAD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBC1D9,ANKRD55,LRAT,GRIA1,EGR3,NRSN1,SNED1,SLC8A1,NIPBL,DZIP3,SSNA1,TMEM123,ZEB1,ATP6V0C,SCOC,TET1,RPS18,SLC25A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMARCA5,MAP3K1,FSTL5,GABRB2,DUSP4,VARS2,AC005237.1,NRXN1,ISL1,NECTIN3-AS1,NSMF,LMO3,ZNF22,UQCRC2,AC107223.1,CCAR1,UQCC2,HAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS3A,PDE4D,TMA16,SH3PXD2B,TEX15,HLA-B,SUMF1,EML6,RGS7BP,SPICE1,ARRDC1,COL2A1,PRKG1,LCMT1,TTC29,SAR1A,HMGA1,DLX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SFRP2,MAST4,F11-AS1,FAM153CP,EIF4EBP1,NUDT3,LRRN1,AC012358.3,ADAMTS6,HACD2,ARRDC1-AS1,TFCP2,CTNNA3,GNAO1,AC023424.3,ZNF503-AS2,SNRPC,DLX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC079298.3,FCHO2,AHRR,AL138831.1,MCM4,STK38,SRGAP3,CCDC88A,AC112206.2,AC092902.4,ZNF487,IKBIP,DDX50,TERF2IP,RNF175,RPP30,RPL10A,RAPGEF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLCN3,ENC1,SEMA5A,ZSCAN23,PXDNL,LRFN2,JAGN1,KIAA1841,AC106798.1,TPRA1,AL442003.1,GAS2L3,ANAPC16,COTL1,MAP9,FBXW4,MTCH1,SP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADCY2,HMGCR,FBXL7,ATF6B,SPAG1,TRERF1,RPL32,MEIS1,TAF9,NCK1,PDLIM1,ASCL1,VCL,RABEP1,WDR17,CFAP43,OARD1,LNPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANKH,ZBED3-AS1,CDH18,BICRAL,PCAT1,DST,RPL15,CNRIP1,GTF2H2,ERICH6-AS1,MMS19,DNAH10OS,RPS24,CHD3,TENM3,ADD3,TOMM6,AC009315.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYO10,VCAN,CDH9,DST,LINC00824,FUT9,NR1D2,AAK1,IQGAP2,GFM1,NDUFB8,CDK8,EIF3A,VAMP2,DCTD,MXI1,RPL7L1,PGAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDH12,AC114971.1,CDH6,TPBG,LRRC6,CD24,RBMS3,NAGK,F2R,RPL22L1,GSTO1,WASF3,MTG1,CDK5R1,C4orf47,HSPA12A,TPBG,RFTN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC091938.1,LINC01184,OSMR-AS1,CEP162,KHDRBS3,TRAF3IP2-AS1,TGFBR2,FBXO41,OTP,TNIK,CASC2,ELF1,EIF3F,THRA,LINC02112,ENO4,RRAGD,PLCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDH6,AC008591.1,ITGA2,HTR1E,LINC02055,AL590550.1,RPSA,SLC4A5,TBCA,ZNF639,MGMT,AL162493.1,RPL27A,ARL4D,AC091946.1,SHTN1,COQ3,BMPR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDZD2,CHSY3,GTF2H2,CNR1,LY6E,SLC35F1,EIF1B-AS1,LRRTM4,AP3B1,TTC14,LINC02646,GPC6,DENND5A,FAM171A2,AMACR,VAX1,WASF1,RAPH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADAMTS6,RAPGEF6,IQGAP2,FUT9,LY6H,KIAA0408,RPL14,CTNNA2,LHFPL2,MCF2L2,CALY,HS6ST3,LDLRAD3,MAPT,TTC23L,BCCIP,SLC16A10,KLF7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC112206.2,MIR3936HG,DHFR,UFL1-AS1,TONSL,AL138828.1,EXOSC7,TMSB10,ARSB,MAP6D1,IFITM3,LINC00354,NUP160,PITPNC1,MRPS30-DT,TEAD1,HDDC2,PLEKHM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC106798.1,SPOCK1,RPS23,RTN4IP1,ZNF16,SYNE1,DALRD3,ST3GAL5,TMEM167A,ABCC5,CEND1,G2E3,FADS1,ANKRD12,PLPP1,LDHA,TRMT11,C2orf80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRPS36,NR3C1,EDIL3,CD24,VLDLR,VIP,IMPDH2,REEP1,LINC02488,VPS8,CD151,L2HGDH,KDM2A,VAPA,DIMT1,CAT,CENPW,MAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GTF2H2,STK32A,COX7C,SLC35F1,AL355672.1,CCZ1,QARS,ANKRD36C,LINC02144,ST6GAL1,TSPAN4,PELI2,RPS3,ASXL3,AC112206.2,MDK,RSPO3,TMEM169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC093298.2,FBXO38,AC109492.1,ARHGAP18,AL353595.1,GLCCI1,USP19,ANKRD36,TMEM161B-AS1,FGF12,CD81,WDR89,CLNS1A,NDUFS7,AC106798.1,CELF1,SAMD3,MARCH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC114316.1,GABRB2,ADGRV1,NMBR,SH3GL2,ICA1,GNAI2,AFF3,LINC02060,MB21D2,TAF10,CLMN,TENM4,CELF5,PIK3R1,AP001160.2,CCN2,CUL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC124854.1,UBTD2,AC124854.1,LINC01277,ADAMTSL1,AC060834.2,RPL29,NPAS2,LINC00461,TNK2,AC132192.1,MEIS2,TAF1D,CLPP,GTF2H2,SLC3A2,RPS12,NYAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NR2F1-AS1,NSG2,RGMB,GRM1,HAUS6,TMEM196,GLT8D1,SLC9A2,GLRX,TFRC,ABTB2,OIP5,AP000462.1,RAB3A,HOMER1,RBM4B,SAMD5,PID1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NR2F1,NSD1,C5orf30,CCDC170,C9orf24,SP8,FEZF2,SH3RF3,CAST,DLG1,TSPAN18,CATSPER2,RPS25,APLP1,ACOT12,DHCR7,AL445123.2,DNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLF1,GMDS,FER,PACRG,RPP25L,WIPF3,LRIG1,C1QL2,RGMB,BDH1,TP53I11,AC012405.1,ARHGAP32,CLIP3,AC010623.1,ANAPC15,GTF2H5,CNTN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC00491,ATXN1,EPB41L4A,GLCCI1,HINT2,SCRN1,SUCLG2,INHBB,AC021086.1,ZNF141,MDK,DENND4A,WNT5B,TTC9B,LNPEP,RDX,RNASET2,SETD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAM,KDM1B,AC010261.2,AC060834.2,AL445584.2,EGFR,FOXP1,CLASP1,YTHDC2,DGKQ,AP000662.1,CRAMP1,GAPDH,PLD3,PAM,B4GALNT3,PSMB1,LHFPL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EFNA5,CPNE5,CCDC112,STEAP1B,TRPM3,ZNF736,RYBP,AC011246.1,CCDC112,NELFA,LRRC10B,AC012645.1,PLEKHA5,ZNF428,FER,C12orf57,UNCX,ATP2B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FER,FOXP4,SEMA6A-AS1,AC005162.3,CEMIP2,CDK14,ABI3BP,CNTNAP5,SLC25A48,MRFAP1L1,UBXN1,MON1B,C2CD5,NOVA2,ZNF608,PTPRO,C1GALT1,SLC6A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PGGT1B,AL109615.4,TNFAIP8,CPVL,OSTF1,ANKIB1,IFT57,UGGT1,CTNNA1,ABLIM2,COX8A,AC092142.1,SOX5,CALM3,MARCH3,TUBA1B,DGKB,SYN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEMA6A,LRRC1,AC008591.1,ELMO1,NINJ1,DYNC1I1,BOC,AMER3,PCDHB9,RAB28,TRPT1,FANCA,CCDC91,ARHGAP35,CXCL14,TUBA1C,BZW2,RFTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEMA6A-AS1,ADGRB3,EGR1,COBL,AL358232.2,DLX6-AS1,QTRT2,MGAT5,PCDHB10,LDB2,VEGFB,AC005726.1,TMTC1,LRRC4B,PCDHA5,SARNP,SNX10,KCNH8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TNFAIP8,MDN1,SIL1,VSTM2A,SLC35D2,DLX6,MAATS1,CCNT2-AS1,AC011346.1,AC093898.1,BAD,FAM222B,SINHCAF,MAP1LC3A,PCDHB16,TIMELESS,AC004540.2,CLASP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC02240,CD24,SRA1,GNAI1,PTGR1,DLX5,CHCHD6,MCM6,MAT2B,KCNIP4,BRMS1,STAT5B,NELL2,GDAP1L1,AC005753.2,ATP5F1B,MRPS24,PDCD6IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEGF10,SEC63,NDUFA2,DLX6,HSDL2,TNPO3,MGLL,GTDC1,AC008415.1,LINC02506,CORO1B,LRRC37A,SCAF11,PKIG,KCTD16,CCT2,SNHG15,ARPP21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDLIM4,ARMC2,PCDHB5,AC005072.1,DEC1,PLXNA4,NEK11,ZEB2,DUSP1,WDR19,ANAPC15,ARL17A,ATP5MC2,YWHAB,STK32A,SOCS2,CHCHD2,TMEM158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEUROG1,TRAF3IP2-AS1,KCTD16,DLC1,RPL12,WDR60,NUDT16,KIF5C,CPEB4,APBB2,THAP12,CYTH1,RPL41,GNAS,AC011346.1,CHST11,BUD23,LIMD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CXXC5,SLC35F1,PRELID2,AC120193.1,ZDHHC12,KBTBD11,MRPL3,RND3,AC008393.1,CEP135,AP000676.5,RAB31,NACA,AP001347.1,CAMK2A,AC079385.1,PDAP1,SACM1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPRY4-AS1,NKAIN2,RPS14,PURG,CACFD1,FDFT1,CDV3,KCNH7,RACK1,CENPC,RAB38,MIR924HG,CDK4,HSPA13,KCNIP1,MMAB,LAMTOR4,CAMKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01470,UTRN,SPARC,WRN,C9orf116,HGSNAT,ANAPC13,AC011900.1,GMDS,THAP6,CTSC,DIPK1C,HMGA2,CXADR,PRR7,COX6A1,LAMB1,SYNPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TENM2,GRM1,G3BP1,UNC5D,CAMSAP1,C8orf34,SLC25A36,AC019197.1,GMDS-DT,LINC01088,SESN3,LINC01896,NAP1L1,ATP5PF,ZFP2,DNAH10OS,AC009264.1,PDZRN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLIT3,UST,EBF1,PENK,SSNA1,AC067773.1,RNF7,SCN3A,SLC22A23,MANBA,ARHGAP42,ZNF552,CSRP2,APP,NRN1,AL354809.1,CHRM2,AC117461.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUSP1,AKAP12,ADRA1B,NKAIN3,RBM17,PAG1,PCOLCE2,STK39,EEF1E1,ELOVL6,TRPC6,ACSS1,LINC01619,CCT8,SSR1,ENOX1,CCDC25,EPHA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NRN1,RGS17,HMMR,ADHFE1,PIP4K2A,AZIN1-AS1,CHST2,CERS6,CASC15,USP53,AP003049.2,PIGU,RMST,SOD1,TMEM14C,LRCH1,EIF4EBP1,SENP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM14C,CNKSR3,AC109466.1,AC067773.1,ZEB1-AS1,ZHX2,PLCH1,AC007405.1,NBAT1,PCDH10,OAF,L3MBTL1,RPL6,SON,SYCP2L,KLF12,AP3M2,NECTIN3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEDD9,ACAT2,AC008415.1,ZFHX4-AS1,PRKG1,ZHX1,MLF1,GAD1,RIPOR2,LRBA,TMEM218,HAR1A,RPLP0,CRYZL1,DTNBP1,AL162493.1,RPS20,ATP6V1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
