name,shared name,type,avgExpression,highestCluster
MRPL16,MRPL16,None,-0.217901275260814,nEN_1
CCDC86,CCDC86,None,-0.214670983908889,MGE
PRPF19,PRPF19,None,-0.0086676686851372,IPC
TMEM109,TMEM109,None,-0.289731361321794,nIN_1
TMEM132A,TMEM132A,None,-0.0706663433040749,MGE
VPS37C,VPS37C,None,0.0459856108452084,nEN_1
VWCE,VWCE,None,0.0231687119518903,nIN_1
DDB1,DDB1,None,0.0812681674677509,IN_2
TKFC,TKFC,NeuroDisease,-0.570180816975377,nIN_1
CYB561A3,CYB561A3,None,-0.111119155975493,nIN_1
TMEM138,TMEM138,None,0.0312011595863799,nIN_1
TMEM216,TMEM216,NeuroDisease,0.216474812307957,nEN_1
CPSF7,CPSF7,None,0.0913309510652386,nIN_1
SDHAF2,SDHAF2,None,0.0815625237148963,nIN
AP003108.1,AP003108.1,None,-0.65485828477042,IN_2
LRRC10B,LRRC10B,None,-0.450850846743077,nEN
SYT7,SYT7,None,0.0628420577104301,IPC
DAGLA,DAGLA,NeuroDev,-0.0772589535887511,nEN
TMEM258,TMEM258,None,-0.271043355401447,IN_2
FEN1,FEN1,None,-0.0922236649410723,MGE
FADS2,FADS2,None,0.0680277485736204,nIN
FADS1,FADS1,None,-0.0803921354093419,nIN_1
FADS3,FADS3,None,0.0305573940145459,nIN
FTH1,FTH1,None,0.0222956085525318,nEN_1
INCENP,INCENP,None,-0.275456838343145,nIN_1
ASRGL1,ASRGL1,None,0.030210556704594,MGE
EEF1G,EEF1G,None,-0.32599130213433,RG
TUT1,TUT1,None,-0.0734786898286077,nIN_1
MTA2,MTA2,None,0.0832484437995934,nIN_1
B3GAT3,B3GAT3,None,-0.103447550862649,nIN
GANAB,GANAB,None,-0.0975969544356338,nIN_1
INTS5,INTS5,None,-0.162309541401115,nIN_1
CSKMT,CSKMT,None,-0.0291550525034482,nEN_1
UQCC3,UQCC3,None,-0.268859745519499,MGE
UBXN1,UBXN1,GeneralTF,-0.142216250703434,nEN_1
BSCL2,BSCL2,NeuroDisease,-0.103353124458973,nIN
GNG3,GNG3,None,0.245056860742582,RG
HNRNPUL2,HNRNPUL2,None,-0.139431096811524,nEN_1
TTC9C,TTC9C,None,0.135860116889348,nEN_1
ZBTB3,ZBTB3,GeneralTF,-0.123739770213186,nIN_1
POLR2G,POLR2G,None,-0.0760682716126502,IN_1
AP001160.2,AP001160.2,None,0.192982560286856,nIN
TAF6L,TAF6L,None,-0.0798701684503768,nIN
TMEM223,TMEM223,NeuroDev,-0.276712968930194,nIN_1
TMEM179B,TMEM179B,None,-0.238975237644165,IN_2
NXF1,NXF1,None,0.0580495303346581,IN
STX5,STX5,None,-0.0062665671098922,nIN
WDR74,WDR74,None,-0.0463393652835738,nIN_1
SNHG1,SNHG1,None,-0.101252821134956,nEN_1
SLC3A2,SLC3A2,None,-0.150077909886605,nIN
ATL3,ATL3,None,-0.441400711098547,nIN_1
RTN3,RTN3,NeuroDev,0.252602423977562,MGE
C11orf95,C11orf95,None,-0.13901707690787,nEN_1
SPINDOC,SPINDOC,None,-0.0158620577348738,nIN
MARK2,MARK2,NeuroDev,0.0237291135803326,IN_1
RCOR2,RCOR2,None,-0.243537010977077,IN_2
NAA40,NAA40,None,-0.141324473265183,nIN_1
COX8A,COX8A,None,-0.0230887504664107,nEN_1
OTUB1,OTUB1,None,-0.0537487829871065,IPC
MACROD1,MACROD1,None,-0.215976935551165,MGE
AP000721.2,AP000721.2,None,0.0910362269779615,nEN_1
FLRT1,FLRT1,NeuroDev,0.0568023058675717,nIN_1
STIP1,STIP1,None,-0.172374886905306,MGE
TRPT1,TRPT1,None,-0.351356334671386,nEN_1
NUDT22,NUDT22,None,-0.376049916843494,nIN_1
AP001453.1,AP001453.1,None,-0.140659350015039,nIN
DNAJC4,DNAJC4,None,-0.0747567077091427,nIN
VEGFB,VEGFB,None,-0.274509171375667,IN_1
FKBP2,FKBP2,None,-0.410388365198612,IN
PPP1R14B,PPP1R14B,None,-0.0936352134049454,nEN_1
BAD,BAD,NeuroDev,-0.147399155217892,nEN
GPR137,GPR137,None,-0.0160556376480524,nIN_1
ESRRA,ESRRA,GeneralTF,-0.0537822097326448,nEN_1
TRMT112,TRMT112,None,-0.127353615015273,IN
PRDX5,PRDX5,GeneralTF,-0.0233259637836549,IN
RPS6KA4,RPS6KA4,None,0.0354154726110873,IN_2
NRXN2,NRXN2,NeuroDisease,0.240083962500387,nIN_1
SF1,SF1,GeneralTF,-0.0305036100790325,nIN_1
AP001462.1,AP001462.1,None,0.0671312652399794,nEN
MAP4K2,MAP4K2,GeneralTF,-0.260882988314508,MGE
MEN1,MEN1,NeuroDev,-0.2197157796299,nIN_1
EHD1,EHD1,NeuroDev,-0.13009312165043,nIN_1
ATG2A,ATG2A,None,0.0326318223528996,IPC
PPP2R5B,PPP2R5B,None,-0.0922159653951034,nEN
ARL2,ARL2,None,-0.250070684302892,nIN
SNX15,SNX15,None,-0.189984665398815,IN_2
SAC3D1,SAC3D1,None,-0.126442258670517,IN_1
CDCA5,CDCA5,None,-0.405356813016996,nIN
ZFPL1,ZFPL1,None,-0.0156168639937648,IPC
VPS51,VPS51,NeuroDev,-0.0062235747670222,nIN_1
TM7SF2,TM7SF2,None,-0.0683241910677218,nEN_1
ZNHIT2,ZNHIT2,None,0.0613904940054408,nEN_1
FAU,FAU,None,-0.0939000592314151,IN
SYVN1,SYVN1,None,0.0890162343086749,nEN_1
MRPL49,MRPL49,None,-0.16181607359668,nEN
CAPN1,CAPN1,None,0.503562712897991,MGE
POLA2,POLA2,None,-0.0149091379916898,MGE
DPF2,DPF2,NeuroDisease,-0.0376222146116473,nIN_1
TIGD3,TIGD3,None,-0.0651937323528479,nEN
FRMD8,FRMD8,None,0.126698854362521,nIN_1
NEAT1,NEAT1,None,-0.156614282848363,nEN_1
MALAT1,MALAT1,None,-0.156235891346454,nIN
SCYL1,SCYL1,NeuroDisease,-0.0694516312082366,nEN_1
LTBP3,LTBP3,None,0.299073781134804,nIN_1
ZNRD2,ZNRD2,None,-0.147031110711652,nEN_1
FAM89B,FAM89B,None,-0.10113388185842,nEN_1
EHBP1L1,EHBP1L1,None,0.059945261525071,nIN_1
MAP3K11,MAP3K11,None,-0.277892376416691,nIN_1
PCNX3,PCNX3,None,-0.19735367651614,IN_2
RELA,RELA,GeneralTF,0.0623796234779442,IN
RELA-DT,RELA-DT,None,-0.538102411105503,nIN
KAT5,KAT5,NeuroDisease,-0.0586248104744408,MGE
RNASEH2C,RNASEH2C,NeuroDisease,-0.228361223615321,IPC
AP001266.2,AP001266.2,None,0.205792660405778,MGE
CFL1,CFL1,None,0.145801013047,MGE
SNX32,SNX32,None,0.51648380257061,IN_2
MUS81,MUS81,None,0.246159084871805,nIN_1
FIBP,FIBP,NeuroDisease,-0.0444103900039795,nIN
CCDC85B,CCDC85B,None,-0.361676422696524,MGE
C11orf68,C11orf68,None,-0.0437062637607451,nIN_1
DRAP1,DRAP1,None,-0.159172304438227,RG
SART1,SART1,None,-0.0064876535945043,nEN_1
EIF1AD,EIF1AD,None,-0.122003943823111,IN_1
BANF1,BANF1,None,-0.100359257472432,RG
GAL3ST3,GAL3ST3,None,-0.327659043164708,nIN_1
SF3B2,SF3B2,None,0.0816378550762618,nIN_1
PACS1,PACS1,NeuroDisease,0.0981688963169409,IPC
KLC2,KLC2,None,-0.0332802901108968,nIN_1
RAB1B,RAB1B,None,-0.362268674125985,nIN_1
CNIH2,CNIH2,None,0.147576024008365,nIN_1
YIF1A,YIF1A,None,-0.241309107404558,nEN_1
TMEM151A,TMEM151A,None,0.346799258788512,nIN_1
BRMS1,BRMS1,None,-0.286357635751478,nIN_1
B4GAT1,B4GAT1,NeuroDev,-0.0576633838376805,nEN_1
AP001107.9,AP001107.9,None,0.103755890418916,nIN_1
SLC29A2,SLC29A2,None,-0.517790782853676,nEN_1
NPAS4,NPAS4,NeuroDev,-0.728623698879655,nEN_1
MRPL11,MRPL11,None,-0.22006069250177,IN
DPP3,DPP3,None,-0.149739099675514,nIN_1
BBS1,BBS1,NeuroDisease,-0.0036396785618151,nIN_1
ZDHHC24,ZDHHC24,GeneralTF,-0.125270967071418,nIN
CCS,CCS,None,-0.312660858232831,nIN_1
RBM14,RBM14,None,0.0296880240080671,nEN_1
RBM4,RBM4,None,0.0237896299902843,nIN
RBM4B,RBM4B,None,0.156807771872769,nIN
SPTBN2,SPTBN2,NeuroDisease,-0.201763062607955,IPC
C11orf80,C11orf80,None,0.323318947695655,nIN_1
RCE1,RCE1,None,-0.280313148693698,nIN_1
PC,PC,NeuroDisease,0.167920873977395,MGE
LRFN4,LRFN4,None,0.0467117858756831,nEN_1
KDM2A,KDM2A,GeneralTF,0.0067379836468645,nIN_1
GRK2,GRK2,None,-0.121988983298978,IN_1
ANKRD13D,ANKRD13D,None,0.147576038551866,nIN_1
RAD9A,RAD9A,None,0.0912853973758186,IN_2
POLD4,POLD4,None,-0.658891459363626,nIN_1
PPP1CA,PPP1CA,None,-0.0882766821246346,nEN_1
RPS6KB2,RPS6KB2,None,-0.0779869904044404,MGE
CORO1B,CORO1B,None,-0.2227341471731,nEN
TMEM134,TMEM134,None,-0.285017848987563,nIN
AIP,AIP,None,-0.0625864780610274,nEN_1
PITPNM1,PITPNM1,NeuroDev,-0.230883848616531,nIN
CDK2AP2,CDK2AP2,None,-0.206904825189836,IN_1
GSTP1,GSTP1,NeuroDev,-0.0089381204833565,IN_1
NDUFV1,NDUFV1,NeuroDisease,0.0386319354803733,IN_2
NDUFS8,NDUFS8,NeuroDisease,0.0009010188189819,IN_1
CHKA,CHKA,None,-0.202417917836192,MGE
KMT5B,KMT5B,NeuroDisease,0.0193388933053662,nEN_1
C11orf24,C11orf24,None,-0.295371375376728,IPC
AP002813.1,AP002813.1,None,-0.237652584801545,nIN_1
LRP5,LRP5,None,0.12731875632959,nIN
PPP6R3,PPP6R3,None,0.0585595178992538,nIN_1
TESMIN,TESMIN,None,-0.134302206188881,MGE
MRPL21,MRPL21,None,-0.268186555093377,nEN_1
IGHMBP2,IGHMBP2,NeuroDisease,-0.185916698758177,nIN_1
TPCN2,TPCN2,None,0.236151275722804,nIN_1
CCND1,CCND1,NeuroDev,-2.02205551407771,nIN
LTO1,LTO1,None,-0.0961505994441492,IN_1
FADD,FADD,None,-0.229984609216609,IN
PPFIA1,PPFIA1,NeuroDev,-0.184726230485858,nIN_1
AP002336.2,AP002336.2,None,-0.536609406068575,nIN_1
AP000487.1,AP000487.1,None,-0.105579104232436,nIN_1
CTTN,CTTN,NeuroDev,0.0126569143191873,nIN_1
SHANK2,SHANK2,NeuroDisease,0.127313224434495,IN
DHCR7,DHCR7,NeuroDisease,0.33105178430296,IN_2
AP002387.2,AP002387.2,None,-0.841058512713006,MGE
NADSYN1,NADSYN1,None,0.347804769069152,nIN_1
ALG1L9P,ALG1L9P,None,-0.272142894641857,nIN_1
AP002495.1,AP002495.1,None,0.141990891005168,nIN_1
RNF121,RNF121,None,0.0972105912929224,nIN_1
NUMA1,NUMA1,None,-0.142767886174948,RG
LRTOMT,LRTOMT,None,-0.0759581286326097,nIN_1
LAMTOR1,LAMTOR1,None,-0.114901912957178,nIN_1
ANAPC15,ANAPC15,None,-0.181032427952096,nIN
INPPL1,INPPL1,None,-0.276542584596731,IN_2
CLPB,CLPB,NeuroDisease,0.1162771993628,nIN_1
PDE2A,PDE2A,NeuroDisease,-0.516552184844944,MGE
STARD10,STARD10,None,-0.191232641149723,MGE
AP002381.2,AP002381.2,None,0.0181954275765586,nIN_1
ATG16L2,ATG16L2,None,-0.184319995849025,nEN_1
FCHSD2,FCHSD2,None,0.209977841963839,nIN_1
ARHGEF17,ARHGEF17,None,-0.230367797710371,nIN_1
FAM168A,FAM168A,None,0.081550381756049,MGE
RAB6A,RAB6A,NeuroDev,0.156002052556473,RG
MRPL48,MRPL48,None,0.0784847551751438,nIN
COA4,COA4,None,-0.217538252016591,MGE
PAAF1,PAAF1,None,-0.229042490229141,nIN_1
UCP2,UCP2,None,0.283198419841942,nIN
C2CD3,C2CD3,NeuroDev,0.115274155043414,nIN
PPME1,PPME1,None,0.101004300316694,nIN_1
P4HA3,P4HA3,None,0.118111103750241,nEN_1
PGM2L1,PGM2L1,None,0.212770772231631,nIN_1
LIPT2,LIPT2,NeuroDisease,-0.545162314169955,nIN_1
AP001372.2,AP001372.2,None,-0.169039613075175,nIN_1
POLD3,POLD3,None,-0.0948529772480412,MGE
RNF169,RNF169,None,-0.0146029637783162,IN
XRRA1,XRRA1,None,0.52489142109056,IN_2
SPCS2,SPCS2,None,-0.0735654595511992,nEN
NEU3,NEU3,None,0.181483691768976,nIN_1
ARRB1,ARRB1,None,0.322248873595616,MGE
RPS3,RPS3,None,-0.320329778754803,RG
KLHL35,KLHL35,None,-0.420434163113977,IN_2
GDPD5,GDPD5,NeuroDev,0.387648539461883,MGE
SERPINH1,SERPINH1,None,-0.461303115300324,IN
MAP6,MAP6,NeuroDev,0.152480556332127,nIN_1
UVRAG,UVRAG,None,-0.258649406363043,IN
THAP12,THAP12,GeneralTF,-0.145957622824743,nEN_1
GVQW3,GVQW3,None,-0.212054210883123,nIN_1
AP002360.1,AP002360.1,None,0.127123082904848,IPC
EMSY,EMSY,None,0.245800386147442,MGE
TSKU,TSKU,NeuroDev,-0.046497122587355,nIN_1
ACER3,ACER3,NeuroDev,-0.0948944907980412,IPC
CAPN5,CAPN5,None,0.104739250951906,nIN_1
PAK1,PAK1,NeuroDisease,-0.169458234967273,nEN_1
CLNS1A,CLNS1A,None,-0.0781841674542967,nIN_1
AQP11,AQP11,None,0.139287206696765,nIN
RSF1,RSF1,None,0.0855798167469635,nIN_1
AAMDC,AAMDC,None,-0.278476123168976,nIN_1
AP002812.2,AP002812.2,None,-0.337233121419113,nIN_1
INTS4,INTS4,None,-0.0143607306164328,nEN_1
NDUFC2,NDUFC2,None,-0.138460171755995,MGE
ALG8,ALG8,NeuroDisease,0.0027959893151721,nEN_1
KCTD21-AS1,KCTD21-AS1,None,-0.149267760842889,nIN_1
KCTD21,KCTD21,None,-0.670638966531447,nIN_1
USP35,USP35,None,-0.128109809219558,IPC
GAB2,GAB2,None,-0.0523419229951921,IN_2
AP003086.1,AP003086.1,None,-0.27116039196107,nIN_1
NARS2,NARS2,NeuroDisease,0.137301267522405,nEN_1
TENM4,TENM4,NeuroDev,-0.537095365360749,MGE
FAM181B,FAM181B,None,0.125706977305917,RG
PRCP,PRCP,None,-0.210069671041359,IN_2
DDIAS,DDIAS,None,-0.294785592794773,nIN
RAB30,RAB30,None,0.0815781289318744,nIN_1
RAB30-DT,RAB30-DT,None,-0.0111636152261342,nIN_1
AP001767.3,AP001767.3,None,-0.0426277145227397,IN
PCF11,PCF11,None,-0.0853281191753187,nEN_1
AP000873.2,AP000873.2,None,-0.0169956964044999,nIN_1
ANKRD42,ANKRD42,None,-0.306954989047994,MGE
CCDC90B,CCDC90B,None,-0.0867885743337642,nEN_1
AP000446.1,AP000446.1,None,0.0007016120340986,IN_2
DLG2,DLG2,None,0.428690821918005,IN
AP002370.2,AP002370.2,None,0.600864262285259,nEN_1
AP001825.1,AP001825.1,None,0.476482435927167,nEN_1
TMEM126B,TMEM126B,None,-0.0858343908306023,IN
TMEM126A,TMEM126A,NeuroDev,-0.220328854502197,nEN_1
CREBZF,CREBZF,GeneralTF,0.0392605956149432,IN
SYTL2,SYTL2,None,-0.203063194609325,nIN_1
PICALM,PICALM,NeuroDev,-0.0177552016709178,nIN_1
EED,EED,NeuroDisease,-0.0400076589393251,nEN_1
HIKESHI,HIKESHI,NeuroDisease,-0.122689069125735,nEN_1
AP001831.1,AP001831.1,None,-0.350063456973379,IN
ME3,ME3,None,0.0273783098814773,nEN
PRSS23,PRSS23,None,-0.624432013159321,nIN_1
TMEM135,TMEM135,None,-0.0308733663245923,nIN_1
AP000676.5,AP000676.5,None,-1.37425802208889,MGE
RAB38,RAB38,None,-1.96872892719625,nIN_1
CTSC,CTSC,None,-1.41917111017889,MGE
GRM5,GRM5,None,-0.381400006364522,IPC
NOX4,NOX4,None,-0.430342321247325,IN_2
NAALAD2,NAALAD2,None,-0.0447233632278269,nIN
CHORDC1,CHORDC1,None,-0.410473614139419,nIN_1
DISC1FP1,DISC1FP1,None,-0.407717402265507,nIN
FAT3,FAT3,NeuroDev,-0.622089473585804,nIN
SLC36A4,SLC36A4,None,0.117169780147851,nIN_1
SMCO4,SMCO4,None,-0.819281595703575,nEN_1
CEP295,CEP295,None,0.0568845386374619,IN
TAF1D,TAF1D,None,-0.065310233952923,nIN_1
C11orf54,C11orf54,None,0.0668264695666496,IPC
MED17,MED17,NeuroDisease,-0.0331197337221168,nEN_1
PANX1,PANX1,None,-0.0705949946837497,IPC
AP002784.1,AP002784.1,None,-0.115352783041861,nIN_1
MRE11,MRE11,NeuroDisease,-0.245726735245758,nIN_1
ANKRD49,ANKRD49,None,-0.120637940631563,nIN
AMOTL1,AMOTL1,None,0.0650008727778355,nIN_1
CWC15,CWC15,None,-0.160637448789277,RG
KDM4D,KDM4D,GeneralTF,-0.343841340769778,nIN_1
SRSF8,SRSF8,None,-0.0694479273397322,MGE
ENDOD1,ENDOD1,None,-0.421374725150181,MGE
AP000787.1,AP000787.1,None,-0.703680133920233,IN_1
SESN3,SESN3,None,-0.84288845225505,nIN_1
FAM76B,FAM76B,None,-0.0713213694886775,IPC
CEP57,CEP57,NeuroDisease,-0.0357045895795754,nIN_1
MTMR2,MTMR2,NeuroDev,-0.0073122394077036,MGE
MAML2,MAML2,None,-0.165319722831078,MGE
CCDC82,CCDC82,NeuroDisease,0.0362904403813648,MGE
CNTN5,CNTN5,NeuroDev,-0.177031880028636,IN_2
ARHGAP42,ARHGAP42,None,-0.458864302527737,nEN
TRPC6,TRPC6,None,-1.18028926358896,nEN
CEP126,CEP126,None,-0.740561868466653,nIN
YAP1,YAP1,NeuroDisease,-0.760592592801739,nEN_1
BIRC2,BIRC2,None,-0.103884121750441,IN_2
TMEM123,TMEM123,None,0.237776570055186,IN_1
MMP20,MMP20,None,2.08656848287785,RG
DCUN1D5,DCUN1D5,None,-0.174850229526024,RG
DYNC2H1,DYNC2H1,NeuroDev,-0.157646924643461,MGE
AP002989.1,AP002989.1,None,1.12291904798504,nIN_1
PDGFD,PDGFD,None,0.308314997558886,IN
GRIA4,GRIA4,NeuroDisease,-0.317202267698962,IN_1
MSANTD4,MSANTD4,None,0.210746630156056,nIN_1
KBTBD3,KBTBD3,None,-0.11550987197483,nEN_1
AASDHPPT,AASDHPPT,None,-0.105567847463017,IN_1
GUCY1A2,GUCY1A2,None,0.197441682029914,IN_1
AP000766.1,AP000766.1,None,-0.21204443895701,nIN_1
CWF19L2,CWF19L2,None,-0.144593693446475,IN_2
ALKBH8,ALKBH8,NeuroDisease,-0.312340033408644,nIN_1
ELMOD1,ELMOD1,None,0.478042751645031,nIN_1
RAB39A,RAB39A,None,0.351836770254439,MGE
CUL5,CUL5,None,0.0380324303893186,RG
AP002433.1,AP002433.1,None,-0.434158558083751,nIN_1
ACAT1,ACAT1,NeuroDev,-0.0336429452079207,nIN
NPAT,NPAT,None,0.0295901158343212,nEN_1
ATM,ATM,NeuroDisease,0.0340210965028114,IN_2
C11orf65,C11orf65,None,-0.275053138913533,IN
POGLUT3,POGLUT3,None,-0.153868479446495,IPC
DDX10,DDX10,None,0.0279061467552196,nIN_1
AP003049.2,AP003049.2,None,-0.663634679148361,nEN
C11orf87,C11orf87,None,0.465454089754497,RG
RDX,RDX,None,0.0579839323149313,nIN
ZC3H12C,ZC3H12C,None,0.241777385907722,nIN_1
FDX1,FDX1,None,0.0093245752521841,IPC
ARHGAP20,ARHGAP20,None,0.130585443270346,MGE
LINC02550,LINC02550,None,0.810960186362884,IN
SIK2,SIK2,None,-0.16092608230094,nIN
PPP2R1B,PPP2R1B,None,-0.378027084738225,nIN_1
ALG9,ALG9,NeuroDisease,0.0661588440015926,nIN_1
C11orf1,C11orf1,None,-0.226096233399659,MGE
CRYAB,CRYAB,None,-0.261313033041991,IN
DIXDC1,DIXDC1,NeuroDev,-0.105649324616125,nIN_1
DLAT,DLAT,NeuroDisease,0.0266678262342049,MGE
NKAPD1,NKAPD1,None,-0.157201479547,nEN_1
TIMM8B,TIMM8B,None,-0.189413460631714,IN
SDHD,SDHD,None,0.023356434295068,IN_1
PTS,PTS,NeuroDisease,-0.0924744494037681,nIN
LINC02762,LINC02762,None,0.0356444549863655,nIN
LINC02763,LINC02763,None,-0.370438035851841,nIN
AP003100.2,AP003100.2,None,-0.221400882137415,nIN
AP000802.1,AP000802.1,None,0.0598748174112709,nIN
NCAM1,NCAM1,NeuroDev,0.0341035824262868,MGE
TTC12,TTC12,None,-0.130292853395258,IN
TMPRSS5,TMPRSS5,None,-0.510106544091219,nIN_1
ZW10,ZW10,None,0.118503403387903,IN_2
USP28,USP28,None,0.0295329308003269,IPC
ZBTB16,ZBTB16,NeuroDev,-0.980404338614891,IN_2
AP002518.2,AP002518.2,None,-1.25832165023738,IN_2
NNMT,NNMT,None,-0.665929111484836,IN_2
C11orf71,C11orf71,None,-0.171385328636125,nIN_1
RBM7,RBM7,GeneralTF,-0.127358160179349,nIN_1
REXO2,REXO2,None,0.192221818181883,nEN_1
CADM1,CADM1,NeuroDev,0.0665465262337945,MGE
AP000462.1,AP000462.1,None,-0.0748782406479432,nIN_1
BUD13,BUD13,None,0.0133497714405616,nEN_1
ZPR1,ZPR1,NeuroDev,0.0085125016616118,IN_2
SIK3,SIK3,None,-0.0033703419620999,MGE
AP000936.1,AP000936.1,None,-4.32654091116519,IN_1
PAFAH1B2,PAFAH1B2,NeuroDev,0.125569480488029,nIN_1
SIDT2,SIDT2,None,-0.116959667823536,IPC
TAGLN,TAGLN,None,-0.282490545954281,IN_1
PCSK7,PCSK7,None,0.237057976299587,nIN_1
RNF214,RNF214,None,0.0492168280265714,MGE
BACE1,BACE1,None,0.0500044551761911,MGE
BACE1-AS,BACE1-AS,None,0.060366229963174,nIN_1
CEP164,CEP164,None,0.102939190707722,IN
AP000892.1,AP000892.1,None,0.260460486157803,nIN_1
DSCAML1,DSCAML1,NeuroDev,0.281925918034762,MGE
FXYD6,FXYD6,None,0.122865169544481,nIN
UBE4A,UBE4A,None,0.255962798553212,nIN_1
ATP5MG,ATP5MG,None,-0.0504974754610802,IN
KMT2A,KMT2A,NeuroDisease,0.162090665921928,MGE
AP001267.3,AP001267.3,None,0.0103564289300437,nIN_1
TMEM25,TMEM25,None,-0.147957803945179,nIN_1
IFT46,IFT46,None,-0.408054514841081,nIN_1
ARCN1,ARCN1,NeuroDisease,-0.253203244804476,nIN_1
PHLDB1,PHLDB1,None,-0.0041269112818363,IN_2
DDX6,DDX6,NeuroDisease,0.157396277333653,IN_1
BCL9L,BCL9L,None,0.204752906306041,IN
CCDC84,CCDC84,None,-0.0023955576949302,IN
RPS25,RPS25,None,-0.198870374698536,RG
TRAPPC4,TRAPPC4,NeuroDisease,-0.154971432004142,IN
SLC37A4,SLC37A4,None,-0.437304047067117,IPC
HYOU1,HYOU1,None,-0.252511960712765,IN
VPS11,VPS11,NeuroDisease,0.398163427684069,nEN_1
HMBS,HMBS,None,-0.304165685979419,nIN_1
H2AFX,H2AFX,None,-0.293206457933293,IN
DPAGT1,DPAGT1,NeuroDisease,-0.0455253207711496,nIN_1
C2CD2L,C2CD2L,None,-0.0574545205820761,nIN
HINFP,HINFP,GeneralTF,0.0898325292123108,nEN_1
CBL,CBL,NeuroDisease,0.168523856678039,IN_1
MCAM,MCAM,None,-0.495539485150497,nEN_1
RNF26,RNF26,None,-0.213891182999793,MGE
THY1,THY1,NeuroDev,0.077834745253158,IN
NECTIN1,NECTIN1,NeuroDisease,0.0228767029072368,IN_2
NECTIN1-AS1,NECTIN1-AS1,None,-0.329654388368461,nEN_1
OAF,OAF,None,-1.54170262750463,MGE
TLCD5,TLCD5,None,-0.102915342169777,nEN_1
ARHGEF12,ARHGEF12,None,0.0097922983240969,RG
GRIK4,GRIK4,None,0.0538234024157216,IN
TBCEL,TBCEL,None,-0.0047947483407442,nIN_1
TECTA,TECTA,None,0.31073202792997,nIN_1
SC5D,SC5D,NeuroDisease,0.292737988271332,IN_2
SORL1,SORL1,None,0.0195570381277114,nIN
MIR100HG,MIR100HG,None,0.491846391672427,RG
UBASH3B,UBASH3B,None,0.355896148387787,RG
AP002762.2,AP002762.2,None,0.480879685908719,RG
HSPA8,HSPA8,None,-0.108381158483499,RG
AP000926.2,AP000926.2,None,-0.0111744570135708,nIN_1
CLMP,CLMP,None,-0.201837525382613,IN_1
GRAMD1B,GRAMD1B,None,0.107217093102883,IN
SCN3B,SCN3B,NeuroDev,0.582598981888425,MGE
ZNF202,ZNF202,GeneralTF,-0.0698835188328738,nIN_1
VWA5A,VWA5A,None,0.0977141634427365,IPC
OR8A1,OR8A1,None,-2.18073967420632,MGE
TBRG1,TBRG1,None,0.0684323170147415,nEN_1
SPA17,SPA17,None,-0.554358750860024,IN_2
NRGN,NRGN,NeuroDev,0.592683097796087,nIN_1
MSANTD2,MSANTD2,None,0.0657685832745351,nIN_1
ROBO3,ROBO3,NeuroDev,-0.851059993558913,MGE
CCDC15,CCDC15,None,-0.121868251828549,IN
TMEM218,TMEM218,None,-0.411259893488117,nIN_1
PKNOX2,PKNOX2,GeneralTF,-0.142596386328593,IN_2
FEZ1,FEZ1,NeuroDev,0.0960920844509835,nEN_1
EI24,EI24,None,-0.0795611350468761,nEN_1
STT3A,STT3A,NeuroDisease,0.101123230482822,nIN_1
CHEK1,CHEK1,None,-0.243389230734546,IN
HYLS1,HYLS1,NeuroDisease,0.28897322288255,nIN_1
PUS3,PUS3,NeuroDisease,0.0359782074626609,nEN
DDX25,DDX25,None,-0.0031192233811641,nIN
CDON,CDON,NeuroDisease,0.127829981923601,nIN_1
RPUSD4,RPUSD4,None,-0.018272081818244,nEN_1
FAM118B,FAM118B,None,0.197859440088881,nIN_1
SRPRA,SRPRA,NeuroDisease,0.0134980157231808,nEN_1
FOXRED1,FOXRED1,NeuroDisease,-0.18026994790837,nIN_1
TIRAP,TIRAP,None,0.155284467315607,nIN_1
AP001318.2,AP001318.2,None,0.24050154468594,nIN_1
DCPS,DCPS,NeuroDisease,-0.0551567026140389,nEN
GSEC,GSEC,None,-0.0484327467600652,IN_2
ST3GAL4,ST3GAL4,None,-0.0088584742764317,IPC
KIRREL3,KIRREL3,NeuroDev,0.637141159005225,MGE
AP001783.1,AP001783.1,None,0.976049256396228,MGE
ETS1,ETS1,GeneralTF,-0.316553434874167,nEN_1
ARHGAP32,ARHGAP32,NeuroDisease,-0.0385251914562299,nIN_1
NFRKB,NFRKB,None,-0.178126999997627,nIN_1
PRDM10,PRDM10,GeneralTF,0.0616716551100562,nEN_1
APLP2,APLP2,NeuroDev,-0.125570810753752,nIN
ZBTB44,ZBTB44,GeneralTF,-0.0544869929108867,nIN_1
AP003486.1,AP003486.1,None,-0.392170155573517,IPC
SNX19,SNX19,None,-0.279441268883039,nIN_1
NTM,NTM,NeuroDev,0.207623269390343,IN_1
OPCML,OPCML,NeuroDev,0.0279545751832552,IN_1
IGSF9B,IGSF9B,NeuroDev,0.609273458795397,RG
LINC02731,LINC02731,None,0.827235788021582,nIN_1
JAM3,JAM3,NeuroDisease,0.0806156844157288,nEN_1
NCAPD3,NCAPD3,None,-0.0238666436652401,nIN_1
VPS26B,VPS26B,None,0.021493592127114,IPC
THYN1,THYN1,None,-0.246995184516517,nEN
ACAD8,ACAD8,None,0.0118816415606939,IN
B3GAT1,B3GAT1,None,-0.201764292421258,nEN
AP004608.1,AP004608.1,None,-0.123603200531902,nIN_1
