IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,PTPRK,INSIG1,FABP7,MT2A,NECAB2,DNAH10OS,OSTC,AC019197.1,TGS1,SNX14,ECI1,UBE2G2,MYO1E,SEZ6L,AC009264.1,ATP5PF,RPL35,DNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PLEKHG1,FDFT1,HEY2,AC106793.1,CYBA,WASF3,AP1AR,SCN3A,TOX,HTR1E,GCSH,PTTG1IP,RPS27L,SEPTIN3,CHRM2,APP,RPL12,SETD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SP8,ASAH1,RSPO3,ADPRM,EIF5A,SUPT20H,TIFA,STK39,TBC1D31,LIN28B,COX4I1,ADARB1,MAP2K5,MAGED1,VIPR2,AP001442.1,SET,LHFPL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DNAH11,PSD3,SAMD3,THRA,TTC19,ENOX1,ALPK1,CERS6,TIGD5,SLC35F1,CYBA,LSS,RPLP1,WNK3,CLU,USP16,NTMT1,SLC6A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDCA7L,UNC5D,EPB41L2,CASC3,LSM12,AL162493.1,NEUROG2,AC007405.1,VPS28,AHI1,AC092120.3,MCM3AP-AS1,AKAP13,NAP1L3,ZMAT4,CCT8,RPL7A,KCNH8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLI3,AC023095.1,CCN2,L3MBTL4,CASC17,AL359649.1,NDST4,GAD1,ZNF16,MAP7,EIF5A,MCM3AP,PRC1,TMEM35A,PREX2,BACH1,TMEM141,CLASP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHCHD2,NKAIN3,HBS1L,PTPRM,FOXJ1,ZFHX2,NDST3,DYNC1I2,DMRT3,PEX3,TMEM107,PCNT,NME4,TCEAL2,AC090578.1,TIAM1,EDF1,ARPP21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEMA3E,C8orf34,HEBP2,MIR924HG,EIF4A3,LRFN5,FAT4,SLC25A12,RFX3,UTRN,RASD1,DIP2A,RPS2,,EMC2,SOD1,FAM241B,SACM1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEMA3D,PAG1,PLEKHG1,DOK6,RALBP1,LINC01500,INTU,HAT1,GLIS3,STXBP5-AS1,MFAP4,PRMT2,CARHSP1,,KHDRBS3,SCAF4,ANAPC16,CAMKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SRI,AC060765.1,CNKSR3,AC006504.5,RBBP8,RTN1,NDUFC1,DLX1,PLGRKT,NUP43,LHX1-DT,DHRSX,RPS15A,,NAPRT,HUNK,RPS24,SYNPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FZD1,RALYL,SOD2,PLA2G4C,PMAIP1,AC008056.1,RPS3A,DLX2,LURAP1L,PCMT1,LHX1,PDK3,RPL13,,ZNF16,MIS18A,EMX2,AC117461.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PON2,SQLE,PSMB1,ZNF114,AC090348.1,UNC79,MAP9,SP3,ADAMTSL1,AKAP12,PHB,ARX,NXN,,CBWD1,PAXBP1,RAB11FIP2,EPHA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FEZF1-AS1,KCNQ3,UNCX,PAK5,PLEKHJ1,GABRA5,PALLD,OLA1,RPS6,SYNE1,CACNG5,SH3BGRL,EIF5A,,KANK1,IFNAR1,MGMT,SENP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GRM8,PLPPR1,FBXL18,SLC24A3,OAZ1,MEIS2,SH3RF1,SP9,ENHO,CCZ1,LINC01483,ZDHHC9,EPN2,,KDM4C,SON,IFITM3,NECTIN3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCDC136,EPB41L4B,GLI3,AP001347.1,SHD,ANXA2,SDHA,SCRN3,AL513318.2,ICA1,SSTR2,RAB33A,SSH2,,CCDC171,CRYZL1,TAF10,ATP6V1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC009264.1,TNC,CHCHD2,HSPA13,ZNF558,NTRK3,AHRR,LNPK,SECISBP2,NPY,NT5C,INTS6L,RPL19,,DMRTA1,ITSN1,NAV2,ZBTB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHRM2,RABGAP1,SEMA3C,CXADR,ZNF441,BAIAP3,MRPL36,STAT4,TXN,FKBP9,METRNL,AL683813.1,RPL27,,LINC01239,ATP5PO,SLC17A6,ZBTB20-AS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PTN,SCAI,SEMA3E,ATP5PF,C19orf53,AC012645.1,CCT5,MYO1B,PDCL,CAMK2B,AQP4-AS1,,GPATCH8,,DDX58,MRPS6,SVIP,SEMA5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZDHHC2,GARNL3,AC003991.1,APP,RPL18A,AC087564.1,CDH12,PGAP1,SET,TNS3,NETO1,,IGF2BP1,,FAM219A,MORC3,EEF1G,SNX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDLIM2,SLC27A4,GNG11,AP001442.1,ZNF681,ADAMTS18,LIFR,RFTN2,SSNA1,SPDYE21P,GPX4,,NME2,,LINC01508,TTC3,MACROD1,CPNE4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STC1,FAM171A1,PON2,USP16,ZNF507,SNAI3,AC112206.2,PLCL1,EHMT1,AC006480.2,PLEKHJ1,,SMCHD1,,NANS,DYRK1A,ARL2,EPHB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEFM,CREM,BUD31,CCT8,ZSCAN5A,ARL17A,GTF2H2,TRAK2,KIF5B,BAIAP2L1,OAZ1,,SNRPD1,,PTGR1,HMGN1,DRAP1,PIK3CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC068931.1,ANK3,PILRA,TIAM1,MAP1LC3A,CACNA1G,RPS23,BMPR2,ZNF22,TRIM4,MICOS13,,RPL17,,DENND1A,GET1,BANF1,WWTR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ST18,KCNMA1,RELN,SOD1,MYBL2,USP32,EFNA5,KLF7,MAPK8,PILRB,NDUFA7,,RPS15,,DNM1,SLC37A1,MRPL11,CLRN1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CRISPLD1,GRID1,AC004594.1,SYNJ1,NCOA5,ST8SIA5,ADAMTS19,PLEKHM3,WASHC2A,ACHE,ZNF558,,PLEKHJ1,,BRD3OS,PDE9A,CCND1,PHC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEX2,ENTPD1-AS1,AC006148.1,C21orf62-AS1,MAPK1,FXYD7,NEUROG1,MAP2,DNAJB12,FOXP2,RAB8A,,ELAVL1,,RXRA,RRP1B,AP002387.2,TNIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MMP16,SCD,SSBP1,IFNAR2,LRP5L,AF038458.3,PCDHB5,TMEM169,MRPS16,CTTNBP2,JUND,,RPL18A,,AGPAT2,RRP1,RPS3,YEATS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OTUD6B-AS1,RPARP-AS1,CSGALNACT1,IL10RB,GRK3,C19orf47,RPS14,CNOT9,TSPAN14,NRF1,HOMER3,,SIPA1L3,,ABCA2,GATD3A,TENM4,C3orf70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAALC-AS1,GRK5,PDLIM2,IFNAR1,RRP7A,CACNG8,NUDCD2,CDK5R2,EMX2,LINC-PINT,ZNF253,,FBL,,LINC02649,SUMO3,CTSC,FGF12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KHDRBS3,FGFR2,EBF2,SON,KIAA0930,TMC2,NPM1,EPHA4,C10orf143,CASP2,LINC00665,,RPS19,,PRKCQ,FAM207A,SESN3,MB21D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL8,DOCK1,ZMAT4,CRYZL1,PRPS2,PLCB4,ERGIC1,NYAP2,TAF10,EPHX2,C19orf81,,RPL18,,SFMBT2,LSS,RPS25,AC116565.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF16,INSYN2A,BHLHE22,ITSN1,ACOT9,PAK5,BOD1,PID1,AC087280.2,CPA6,EPN1,,RPL13A,,VIM,MCM3AP,EI24,CPLX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLDC,PTPRE,RDH10,RCAN1,PGK1,ACSS1,PRR7,DNER,LMO2,C8orf34,SULF2,,RPS11,,NEBL,PRMT2,GAPDH,GRK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LURAP1L,SYT9,CALB1,RUNX1,TCEAL5,CDH22,ZNF354A,ARL4C,PHF21A,AC018616.1,PRELID3B,,RPS9,,MPP7,AC016027.2,PHB2,PPP2R2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MPDZ,LRRC4C,GEM,DOP1B,MT-ND2,PHACTR3,RACK1,SH3BP4,TRPT1,NDUFAF6,COL6A2,,TTYH1,,FAM245B,MN1,SINHCAF,AFAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DMRTA1,SNX32,C8orf37-AS1,HLCS,MT-ND5,OPRL1,NRN1,LINC01237,PPP1R14B,POP1,CECR2,,ZNF544,,AL442003.1,Z73420.1,NELL2,ABLIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01239,DHCR7,RPL30,TTC3,,U2AF1L5,TXNDC5,CNTN4,FAM89B,ARHGAP39,SDF2L1,,CBFA2T2,,PCDH15,FBLN1,C12orf10,AC110296.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AL445623.2,XRRA1,POLR2K,DYRK1A,,AP001347.1,NOL7,LHFPL4,THAP12,ZNF251,CHCHD10,,SMARCB1,,DNAJC12,DHRSX,ATP5MC2,PPARGC1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNTFR,DLG2,ZFPM2-AS1,BRWD1,,HSPA13,AL022068.1,OGG1,PCF11,IL33,GRK3,,TTC28,,CDH23,CSTF2,PA2G4,KLHL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PCSK5,SC5D,HAS2,HMGN1,,MIR99AHG,ID4,IRAK2,HIKESHI,BNC2,TSPO,,LARGE1,,FUT11,ZDHHC9,NACA,AC079921.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NTRK2,AC006581.2,FAM91A1,GET1,,AP000962.1,ACOT13,SLC6A1,DISC1FP1,KIF24,WNT7B,,EIF3L,,KCNMA1,AIFM1,NAP1L1,CHIC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GOLM1,GRIN2B,KHDRBS3,DSCAM,,CXADR,CARMIL1,WNT7A,SESN3,AL133410.1,CDK16,,MID1,,GRID1,RAB33A,SYT1,SEPTIN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDC14B,PLEKHA5,LINC02055,PDE9A,,JAM2,SLC39A7,SH3BP5,DSCAML1,RECK,LAGE3,,IL1RAPL1,,PDZD7,PHF6,AC090709.1,BMP2K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX2,DENND5B,RPL8,NDUFV3,,ATP5PF,RPS18,KCNH8,EI24,FXN,MT-ND2,,HDAC8,,EMX2,HPRT1,AC027288.3,PPM1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRKCQ,SYT10,ZNF16,PKNOX1,,APP,SCUBE3,KAT2B,CCND2,FAM189A2,MT-ND5,,RPL36A,,BAG3,MOSPD1,LIN7A,GPRIN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SFMBT2,CPNE8,PTPRD,RRP1B,,AP001442.1,RPL10A,AC092422.1,CDKN1B,CKS2,,,RPL10,,KNDC1,SLC9A6,ATP2B1,CCSER1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BEND7,TMEM117,AL353595.1,GATD3A,,LTN1,OARD1,RARB,TSPAN11,ZNF367,,,TTTY14,,MIR210HG,UTY,SNRPF,AC004054.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIAA1217,CERS5,RPS6,SUMO3,,USP16,RPL7L1,TOP2B,NCKAP5L,GABBR2,,,MT-ND5,,TH,,RMST,PPP3CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZEB1-AS1,DIP2B,LINC01239,LINC00205,,CCT8,POLR1C,NGLY1,ATP5MC2,ASTN2,,,,,KCNQ1OT1,,BTBD11,TET2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIF5B,SRGAP1,DDX58,MCM3AP-AS1,,BACH1,RSPH9,ARPP21,HMGA2,BRINP1,,,,,TUB,,RPL6,ANK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,REEP3,KITLG,TLN1,MCM3AP,,SOD1,B3GAT2,CELSR3,LRRIQ1,DNM1,,,,,NAV2,,LHX5,AC093879.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIF1BP,CDK17,HINT2,PCNT,,URB1,FILIP1,BSN,LINC01619,FNBP1,,,,,ANO5,,LHX5-AS1,PCDH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHST3,CHST11,TMEM8B,DIP2A,,PAXBP1,RRAGD,CAMKV,AC138123.1,UPF2,,,,,DCDC1,,RPLP0,TRIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VDAC2,AC079385.1,AL157886.1,PRMT2,,IL10RB,SNX3,RBM5,NUDT4,HACD1,,,,,ELP4,,DYNLL1,GRIA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLIT1,MED13L,SEC61B,TXNRD2,,IFNAR1,AMD1,CACNA2D2,NEDD1,KIAA1217,,,,,PAX6,,RAN,RAPGEF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SFR1,KSR2,LPAR1,LZTR1,,IFNGR2,MFSD4B,PCBP4,LINC02356,SGMS1,,,,,PAUPAR,,RPL21,SCRG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EMX2OS,DNAH10OS,WDR31,GSTT2B,,TMEM50B,REV3L,PBRM1,LHX5-AS1,PRKG1,,,,,LMO2,,MTUS2,STOX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NANOS1,RNASEH2B,PAPPA,SEZ6L,,GART,FABP7,ERC2,GTF3A,CSTF2T,,,,,AC087521.2,,DNAJC15,UBE2QL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CTBP2,MYCBP2,LHX2,H1F0,,SON,HDDC2,CADPS,STARD13,DDX21,,,,,TSPAN18,,ITM2B,BASP1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EBF3,AL162493.1,AC006450.3,TRMU,,CRYZL1,RSPO3,SYNPR,LINC02334,ADK,,,,,SYT13,,ZIC2,LINC02223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFITM3,MYO16,RPL35,SELENOO,,ITSN1,SAMD3,EPHA3,DNAJC15,PLCE1,,,,,DTX4,,COL4A2,NIM1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ST5,COL4A2,RPL12,TEX11,,ATP5PO,CCN2,SENP7,DLEU2,ENTPD1-AS1,,,,,CCND1,,EMC9,RAB3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOX6,UPF3A,RPL7A,PWWP3B,,MRPS6,RPS12,NECTIN3-AS1,TRIM13,CNNM1,,,,,AP002336.2,,RPS29,RNF180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANO5,JPH4,SEC16A,RAB33A,,RCAN1,PLAGL1,TAGLN3,DLEU7,FBXW4,,,,,DISC1FP1,,SYNE2,LINC02144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC17A6,NOVA1,EDF1,AL683813.1,,DOP1B,HYMAI,ATP6V1A,SOX21,CNNM2,,,,,FAT3,,CCDC85C,ADGRV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DCDC1,LRFN5,BEND7,SPANXA2-OT1,,MORC3,SAMD5,GAP43,ZIC2,SH3PXD2A,,,,,AP000787.1,,TMEM121,FAM172A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAX6,FANCM,VIM,UTY,,TTC3,AL033504.1,LINC00903,EFNB2,EDRF1,,,,,SESN3,,RASGRP1,PPIP5K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAUPAR,DACT1,BAMBI,,,VPS26C,SASH1,STXBP5L,EFS,B4GALNT4,,,,,CEP126,,GCHFR,CDO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APIP,SYT16,ITGB1,,,DYRK1A,PLEKHG1,KALRN,STXBP6,AC131934.1,,,,,LINC02762,,MIR4713HG,AC004039.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLYATL2,RBM25,EGR2,,,BRWD1,OPRM1,SNX4,PRKD1,SPON1,,,,,ZBTB16,,PRTG,KDM3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM179B,DIO2,CDH23,,,HMGN1,IPCEF1,RPN1,BAZ1A,LDHA,,,,,OAF,,RPS27L,NRG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCND1,CEP128,LRMDA,,,GET1,GTF2H5,TMCC1,MIPOL1,PTPN5,,,,,SORL1,,SNAPC5,NDFIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KLHL35,KCNK10,RPS24,,,BACE2,RNASET2,TMEM108,AL136038.5,ANO5,,,,,DYRK4,,RPLP1,PPP2R2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GAB2,CCDC88C,KIF11,,,PDE9A,UNCX,RAB6B,FUT8,PAUPAR,,,,,AC092745.5,,PKM,JAKMIP2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AP003086.1,VRK1,ABLIM1,,,NDUFV3,NUP42,MRAS,COX16,PTPRJ,,,,,PRH1,,CRABP1,JAKMIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CTSC,BCL11B,EMX2OS,,,RRP1B,NEUROD6,RASA2,SIPA1L1,SNHG1,,,,,DUSP16,,NME4,ABLIM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NOX4,FAM189A1,EMX2,,,CSTB,SUGCT,PFN2,IFT43,CAPN1,,,,,BCAT1,,METTL26,CAMK2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNTN5,UNC13C,EBF3,,,TRAPPC10,GLI3,TNIK,PTPN21,NEAT1,,,,,PCED1B,,NME3,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIRC2,ZNF609,IFITM3,,,GATD3A,SNHG15,SOX2-OT,IFI27L2,B4GAT1,,,,,SLC4A8,,MRPS34,EBF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CWF19L2,CHRNA5,CDKN1C,,,UBE2G2,CHCHD2,AC068308.1,BCL11B,RBM14,,,,,NXPH4,,RPS2,NSG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZBTB16,AC012291.3,SYT9,,,POFUT2,GNGT1,AC125613.1,CDC42BPB,XRRA1,,,,,TBC1D30,,NTHL1,NSD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DYRK4,AC036108.1,AC132192.1,,,LINC00205,LAMTOR4,C3orf70,CKB,AP002370.2,,,,,LINC02389,,THOC6,GCNT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC006206.2,AC009041.2,AC107886.1,,,LSS,AC073114.1,SST,MKRN3,ELMOD1,,,,,AC025159.1,,DEXI,GFOD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GAPDH,AC040168.1,AC104009.1,,,MCM3AP-AS1,TMEM168,MB21D2,CHRNA7,JAM3,,,,,PPFIA2-AS1,,RPS15A,ATXN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOX5,AC004158.1,SLC17A6,,,MCM3AP,SMIM30,TMEM44,AC021231.1,LPCAT3,,,,,AC069228.1,,TMEM219,LINC00581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SINHCAF,HSDL1,ABTB2,,,DIP2A,FAM71F2,PIGX,HERC1,PTPRO,,,,,USP44,,DCTPP1,NRSN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATP5MC2,COX10-AS1,TRIM44,,,PRMT2,AC009264.1,AC116565.1,IGDCC3,PDZRN4,,,,,RMST,,VKORC1,RIPOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEUROD4,MYO1D,LINC02739,,,TMEM191B,MGAM,SLBP,GLCE,PRICKLE1,,,,,CRY1,,NIP7,ATF6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CD63,ASIC2,TRMT112,,,GSTT2B,ABCF2,GRK4,THSD4-AS1,CCDC65,,,,,BTBD11,,NECAB2,BICRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAPS2,ARL17A,MRPL11,,,CACNG2,CLN8,STK32B,EFL1,SLC11A2,,,,,C12orf76,,COTL1,DST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PHLDA1,CACNA1G,CCND1,,,PHF5A,TNFRSF10B,CRMP1,FSD2,TAFA2,,,,,LHX5-AS1,,CYBA,SNX14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CSRP2,VMP1,AP002387.2,,,SREBF2,CCDC25,AFAP1,AGBL1,DPY19L2,,,,,KSR2,,RPL13,CNR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC027288.3,PRKCA,RPS3,,,PNPLA3,DUSP4,AC093898.1,AC087477.2,CPSF6,,,,,TMEM132D,,C1QBP,ANKRD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BTG1,CANT1,SERPINH1,,,SHROOM4,AC090204.1,PCDH7,TTC23,TRHDE,,,,,LNX2,,RNASEK,CD24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C12orf75,L3MBTL4,TENM4,,,SH3BGRL,FGFR1,AC097716.1,TSR3,SYT1,,,,,DNAJC15,,EIF5A,SCML4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX5,SALL3,TMEM126B,,,ZDHHC9,ZMAT4,SGCB,FAHD1,AC090709.1,,,,,SPRYD7,,RPL26,CEP85L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX5-AS1,CACNG8,PICALM,,,UTY,SFRP1,CHIC2,SEPHS2,IKBIP,,,,,INTS6,,LHX1-DT,CLVS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM132B,MACROD2,AP001831.1,,,,CA8,SCARB2,CX3CL1,UHRF1BP1L,,,,,GPC5,,LHX1,NKAIN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PARP4,GNAS,AP000676.5,,,,PREX2,SEPTIN11,EIF5A,WSCD2,,,,,FGF14,,RPL19,SOGA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC02340,CDH4,RAB38,,,,RPL7,CNOT6L,AC005703.4,FAM216A,,,,,CUL4A,,VPS25,SYNE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B3GLCT,AP001347.1,SESN3,,,,E2F5,SCD5,MIEF2,KSR2,,,,,AP1G2,,RPL27,SERAC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAB21L1,HSPA13,YAP1,,,,LRRC69,PPM1K,RAB34,CIT,,,,,LINC02306,,PHB,CCZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DNAJC15,CXADR,PDGFD,,,,FAM92A,HERC3,CDK5R1,P2RX7,,,,,AL110292.1,,MRPS23,AIMP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
